  phase   passband   delta    dm15       mag  
   -1.0       desr   -0.02   +1.05   -19.550  
    0.0       desr   -0.02   +1.05   -19.568  
    1.0       desr   -0.02   +1.05   -19.566  
    2.0       desr   -0.02   +1.05   -19.550  
    3.0       desr   -0.02   +1.05   -19.516  
    4.0       desr   -0.02   +1.05   -19.483  
    5.0       desr   -0.02   +1.05   -19.443  
    6.0       desr   -0.02   +1.05   -19.399  
    7.0       desr   -0.02   +1.05   -19.342  
    8.0       desr   -0.02   +1.05   -19.283  
    9.0       desr   -0.02   +1.05   -19.213  
   10.0       desr   -0.02   +1.05   -19.130  
   11.0       desr   -0.02   +1.05   -19.045  
   12.0       desr   -0.02   +1.05   -18.978  
   13.0       desr   -0.02   +1.05   -18.927  
   14.0       desr   -0.02   +1.05   -18.876  
   15.0       desr   -0.02   +1.05   -18.807  
   16.0       desr   -0.02   +1.05   -18.726  
   17.0       desr   -0.02   +1.05   -18.634  
   18.0       desr   -0.02   +1.05   -18.537  
   19.0       desr   -0.02   +1.05   -18.438  
   20.0       desr   -0.02   +1.05   -18.336  
   21.0       desr   -0.02   +1.05   -18.239  
   22.0       desr   -0.02   +1.05   -18.146  
   23.0       desr   -0.02   +1.05   -18.051  
   24.0       desr   -0.02   +1.05   -17.965  
   25.0       desr   -0.02   +1.05   -17.875  
   26.0       desr   -0.02   +1.05   -17.789  
   27.0       desr   -0.02   +1.05   -17.711  
   28.0       desr   -0.02   +1.05   -17.638  
   29.0       desr   -0.02   +1.05   -17.567  
   30.0       desr   -0.02   +1.05   -17.495  
   31.0       desr   -0.02   +1.05   -17.425  
   32.0       desr   -0.02   +1.05   -17.365  
   33.0       desr   -0.02   +1.05   -17.314  
   34.0       desr   -0.02   +1.05   -17.268  
   35.0       desr   -0.02   +1.05   -17.230  
   36.0       desr   -0.02   +1.05   -17.182  
   37.0       desr   -0.02   +1.05   -17.131  
   38.0       desr   -0.02   +1.05   -17.078  
   39.0       desr   -0.02   +1.05   -17.023  
   40.0       desr   -0.02   +1.05   -16.980  
   41.0       desr   -0.02   +1.05   -16.946  
   42.0       desr   -0.02   +1.05   -16.914  
   43.0       desr   -0.02   +1.05   -16.888  
   44.0       desr   -0.02   +1.05   -16.862  
   45.0       desr   -0.02   +1.05   -16.839  
   46.0       desr   -0.02   +1.05   -16.815  
   47.0       desr   -0.02   +1.05   -16.796  
   48.0       desr   -0.02   +1.05   -16.778  
   49.0       desr   -0.02   +1.05   -16.761  
   50.0       desr   -0.02   +1.05   -16.744  
   51.0       desr   -0.02   +1.05   -16.725  
   52.0       desr   -0.02   +1.05   -16.704  
   53.0       desr   -0.02   +1.05   -16.678  
   54.0       desr   -0.02   +1.05   -16.648  
   55.0       desr   -0.02   +1.05   -16.619  
   56.0       desr   -0.02   +1.05   -16.594  
   57.0       desr   -0.02   +1.05   -16.572  
   58.0       desr   -0.02   +1.05   -16.552  
   59.0       desr   -0.02   +1.05   -16.533  
   60.0       desr   -0.02   +1.05   -16.517  
   61.0       desr   -0.02   +1.05   -16.501  
   62.0       desr   -0.02   +1.05   -16.488  
   63.0       desr   -0.02   +1.05   -16.474  
   64.0       desr   -0.02   +1.05   -16.459  
   65.0       desr   -0.02   +1.05   -16.445  
   66.0       desr   -0.02   +1.05   -16.433  
   67.0       desr   -0.02   +1.05   -16.421  
   68.0       desr   -0.02   +1.05   -16.410  
   69.0       desr   -0.02   +1.05   -16.402  
   70.0       desr   -0.02   +1.05   -16.396  
   71.0       desr   -0.02   +1.05   -16.389  
   72.0       desr   -0.02   +1.05   -16.383  
   73.0       desr   -0.02   +1.05   -16.375  
   74.0       desr   -0.02   +1.05   -16.366  
   75.0       desr   -0.02   +1.05   -16.352  
   76.0       desr   -0.02   +1.05   -16.336  
   77.0       desr   -0.02   +1.05   -16.320  
   78.0       desr   -0.02   +1.05   -16.303  
   79.0       desr   -0.02   +1.05   -16.286  
   80.0       desr   -0.02   +1.05   -16.271  
  -15.0       desr   +0.00   +1.06   -17.075  
  -14.0       desr   +0.00   +1.06   -17.422  
  -13.0       desr   +0.00   +1.06   -17.766  
  -12.0       desr   +0.00   +1.06   -18.063  
  -11.0       desr   +0.00   +1.06   -18.300  
  -10.0       desr   +0.00   +1.06   -18.520  
   -9.0       desr   +0.00   +1.06   -18.733  
   -8.0       desr   +0.00   +1.06   -18.931  
   -7.0       desr   +0.00   +1.06   -19.070  
   -6.0       desr   +0.00   +1.06   -19.213  
   -5.0       desr   +0.00   +1.06   -19.333  
   -4.0       desr   +0.00   +1.06   -19.424  
   -3.0       desr   +0.00   +1.06   -19.471  
   -2.0       desr   +0.00   +1.06   -19.511  
   -1.0       desr   +0.00   +1.06   -19.533  
    0.0       desr   +0.00   +1.06   -19.551  
    1.0       desr   +0.00   +1.06   -19.550  
    2.0       desr   +0.00   +1.06   -19.533  
    3.0       desr   +0.00   +1.06   -19.499  
    4.0       desr   +0.00   +1.06   -19.465  
    5.0       desr   +0.00   +1.06   -19.425  
    6.0       desr   +0.00   +1.06   -19.379  
    7.0       desr   +0.00   +1.06   -19.321  
    8.0       desr   +0.00   +1.06   -19.262  
    9.0       desr   +0.00   +1.06   -19.191  
   10.0       desr   +0.00   +1.06   -19.107  
   11.0       desr   +0.00   +1.06   -19.022  
   12.0       desr   +0.00   +1.06   -18.954  
   13.0       desr   +0.00   +1.06   -18.903  
   14.0       desr   +0.00   +1.06   -18.851  
   15.0       desr   +0.00   +1.06   -18.782  
   16.0       desr   +0.00   +1.06   -18.700  
   17.0       desr   +0.00   +1.06   -18.608  
   18.0       desr   +0.00   +1.06   -18.510  
   19.0       desr   +0.00   +1.06   -18.409  
   20.0       desr   +0.00   +1.06   -18.307  
   21.0       desr   +0.00   +1.06   -18.208  
   22.0       desr   +0.00   +1.06   -18.115  
   23.0       desr   +0.00   +1.06   -18.020  
   24.0       desr   +0.00   +1.06   -17.932  
   25.0       desr   +0.00   +1.06   -17.841  
   26.0       desr   +0.00   +1.06   -17.755  
   27.0       desr   +0.00   +1.06   -17.677  
   28.0       desr   +0.00   +1.06   -17.603  
   29.0       desr   +0.00   +1.06   -17.533  
   30.0       desr   +0.00   +1.06   -17.460  
   31.0       desr   +0.00   +1.06   -17.391  
   32.0       desr   +0.00   +1.06   -17.331  
   33.0       desr   +0.00   +1.06   -17.280  
   34.0       desr   +0.00   +1.06   -17.235  
   35.0       desr   +0.00   +1.06   -17.197  
   36.0       desr   +0.00   +1.06   -17.149  
   37.0       desr   +0.00   +1.06   -17.099  
   38.0       desr   +0.00   +1.06   -17.046  
   39.0       desr   +0.00   +1.06   -16.991  
   40.0       desr   +0.00   +1.06   -16.948  
   41.0       desr   +0.00   +1.06   -16.914  
   42.0       desr   +0.00   +1.06   -16.883  
   43.0       desr   +0.00   +1.06   -16.856  
   44.0       desr   +0.00   +1.06   -16.830  
   45.0       desr   +0.00   +1.06   -16.808  
   46.0       desr   +0.00   +1.06   -16.784  
   47.0       desr   +0.00   +1.06   -16.765  
   48.0       desr   +0.00   +1.06   -16.747  
   49.0       desr   +0.00   +1.06   -16.730  
   50.0       desr   +0.00   +1.06   -16.713  
   51.0       desr   +0.00   +1.06   -16.695  
   52.0       desr   +0.00   +1.06   -16.673  
   53.0       desr   +0.00   +1.06   -16.647  
   54.0       desr   +0.00   +1.06   -16.617  
   55.0       desr   +0.00   +1.06   -16.589  
   56.0       desr   +0.00   +1.06   -16.563  
   57.0       desr   +0.00   +1.06   -16.541  
   58.0       desr   +0.00   +1.06   -16.521  
   59.0       desr   +0.00   +1.06   -16.504  
   60.0       desr   +0.00   +1.06   -16.487  
   61.0       desr   +0.00   +1.06   -16.471  
   62.0       desr   +0.00   +1.06   -16.458  
   63.0       desr   +0.00   +1.06   -16.444  
   64.0       desr   +0.00   +1.06   -16.430  
   65.0       desr   +0.00   +1.06   -16.417  
   66.0       desr   +0.00   +1.06   -16.403  
   67.0       desr   +0.00   +1.06   -16.391  
   68.0       desr   +0.00   +1.06   -16.381  
   69.0       desr   +0.00   +1.06   -16.373  
   70.0       desr   +0.00   +1.06   -16.366  
   71.0       desr   +0.00   +1.06   -16.360  
   72.0       desr   +0.00   +1.06   -16.353  
   73.0       desr   +0.00   +1.06   -16.346  
   74.0       desr   +0.00   +1.06   -16.337  
   75.0       desr   +0.00   +1.06   -16.322  
   76.0       desr   +0.00   +1.06   -16.306  
   77.0       desr   +0.00   +1.06   -16.290  
   78.0       desr   +0.00   +1.06   -16.273  
   79.0       desr   +0.00   +1.06   -16.256  
   80.0       desr   +0.00   +1.06   -16.240  
  -15.0       desr   +0.02   +1.07   -17.052  
  -14.0       desr   +0.02   +1.07   -17.400  
  -13.0       desr   +0.02   +1.07   -17.743  
  -12.0       desr   +0.02   +1.07   -18.040  
  -11.0       desr   +0.02   +1.07   -18.277  
  -10.0       desr   +0.02   +1.07   -18.497  
   -9.0       desr   +0.02   +1.07   -18.711  
   -8.0       desr   +0.02   +1.07   -18.909  
   -7.0       desr   +0.02   +1.07   -19.049  
   -6.0       desr   +0.02   +1.07   -19.193  
   -5.0       desr   +0.02   +1.07   -19.313  
   -4.0       desr   +0.02   +1.07   -19.405  
   -3.0       desr   +0.02   +1.07   -19.453  
   -2.0       desr   +0.02   +1.07   -19.493  
   -1.0       desr   +0.02   +1.07   -19.516  
    0.0       desr   +0.02   +1.07   -19.534  
    1.0       desr   +0.02   +1.07   -19.534  
    2.0       desr   +0.02   +1.07   -19.516  
    3.0       desr   +0.02   +1.07   -19.481  
    4.0       desr   +0.02   +1.07   -19.447  
    5.0       desr   +0.02   +1.07   -19.406  
    6.0       desr   +0.02   +1.07   -19.359  
    7.0       desr   +0.02   +1.07   -19.301  
    8.0       desr   +0.02   +1.07   -19.241  
    9.0       desr   +0.02   +1.07   -19.169  
   10.0       desr   +0.02   +1.07   -19.085  
   11.0       desr   +0.02   +1.07   -18.999  
   12.0       desr   +0.02   +1.07   -18.930  
   13.0       desr   +0.02   +1.07   -18.879  
   14.0       desr   +0.02   +1.07   -18.826  
   15.0       desr   +0.02   +1.07   -18.756  
   16.0       desr   +0.02   +1.07   -18.675  
   17.0       desr   +0.02   +1.07   -18.581  
   18.0       desr   +0.02   +1.07   -18.482  
   19.0       desr   +0.02   +1.07   -18.381  
   20.0       desr   +0.02   +1.07   -18.278  
   21.0       desr   +0.02   +1.07   -18.178  
   22.0       desr   +0.02   +1.07   -18.084  
   23.0       desr   +0.02   +1.07   -17.988  
   24.0       desr   +0.02   +1.07   -17.900  
   25.0       desr   +0.02   +1.07   -17.809  
   26.0       desr   +0.02   +1.07   -17.722  
   27.0       desr   +0.02   +1.07   -17.643  
   28.0       desr   +0.02   +1.07   -17.569  
   29.0       desr   +0.02   +1.07   -17.498  
   30.0       desr   +0.02   +1.07   -17.426  
   31.0       desr   +0.02   +1.07   -17.357  
   32.0       desr   +0.02   +1.07   -17.297  
   33.0       desr   +0.02   +1.07   -17.247  
   34.0       desr   +0.02   +1.07   -17.202  
   35.0       desr   +0.02   +1.07   -17.164  
   36.0       desr   +0.02   +1.07   -17.117  
   37.0       desr   +0.02   +1.07   -17.067  
   38.0       desr   +0.02   +1.07   -17.014  
   39.0       desr   +0.02   +1.07   -16.959  
   40.0       desr   +0.02   +1.07   -16.916  
   41.0       desr   +0.02   +1.07   -16.882  
   42.0       desr   +0.02   +1.07   -16.851  
   43.0       desr   +0.02   +1.07   -16.825  
   44.0       desr   +0.02   +1.07   -16.799  
   45.0       desr   +0.02   +1.07   -16.777  
   46.0       desr   +0.02   +1.07   -16.754  
   47.0       desr   +0.02   +1.07   -16.735  
   48.0       desr   +0.02   +1.07   -16.716  
   49.0       desr   +0.02   +1.07   -16.700  
   50.0       desr   +0.02   +1.07   -16.682  
   51.0       desr   +0.02   +1.07   -16.664  
   52.0       desr   +0.02   +1.07   -16.642  
   53.0       desr   +0.02   +1.07   -16.616  
   54.0       desr   +0.02   +1.07   -16.586  
   55.0       desr   +0.02   +1.07   -16.558  
   56.0       desr   +0.02   +1.07   -16.533  
   57.0       desr   +0.02   +1.07   -16.512  
   58.0       desr   +0.02   +1.07   -16.492  
   59.0       desr   +0.02   +1.07   -16.474  
   60.0       desr   +0.02   +1.07   -16.458  
   61.0       desr   +0.02   +1.07   -16.442  
   62.0       desr   +0.02   +1.07   -16.429  
   63.0       desr   +0.02   +1.07   -16.415  
   64.0       desr   +0.02   +1.07   -16.401  
   65.0       desr   +0.02   +1.07   -16.388  
   66.0       desr   +0.02   +1.07   -16.374  
   67.0       desr   +0.02   +1.07   -16.362  
   68.0       desr   +0.02   +1.07   -16.352  
   69.0       desr   +0.02   +1.07   -16.343  
   70.0       desr   +0.02   +1.07   -16.337  
   71.0       desr   +0.02   +1.07   -16.330  
   72.0       desr   +0.02   +1.07   -16.324  
   73.0       desr   +0.02   +1.07   -16.317  
   74.0       desr   +0.02   +1.07   -16.308  
   75.0       desr   +0.02   +1.07   -16.293  
   76.0       desr   +0.02   +1.07   -16.277  
   77.0       desr   +0.02   +1.07   -16.260  
   78.0       desr   +0.02   +1.07   -16.243  
   79.0       desr   +0.02   +1.07   -16.226  
   80.0       desr   +0.02   +1.07   -16.210  
  -15.0       desr   +0.04   +1.09   -17.029  
  -14.0       desr   +0.04   +1.09   -17.376  
  -13.0       desr   +0.04   +1.09   -17.719  
  -12.0       desr   +0.04   +1.09   -18.017  
  -11.0       desr   +0.04   +1.09   -18.254  
  -10.0       desr   +0.04   +1.09   -18.475  
   -9.0       desr   +0.04   +1.09   -18.689  
   -8.0       desr   +0.04   +1.09   -18.888  
   -7.0       desr   +0.04   +1.09   -19.028  
   -6.0       desr   +0.04   +1.09   -19.172  
   -5.0       desr   +0.04   +1.09   -19.293  
   -4.0       desr   +0.04   +1.09   -19.386  
   -3.0       desr   +0.04   +1.09   -19.435  
   -2.0       desr   +0.04   +1.09   -19.475  
   -1.0       desr   +0.04   +1.09   -19.499  
    0.0       desr   +0.04   +1.09   -19.518  
    1.0       desr   +0.04   +1.09   -19.517  
    2.0       desr   +0.04   +1.09   -19.499  
    3.0       desr   +0.04   +1.09   -19.464  
    4.0       desr   +0.04   +1.09   -19.429  
    5.0       desr   +0.04   +1.09   -19.386  
    6.0       desr   +0.04   +1.09   -19.339  
    7.0       desr   +0.04   +1.09   -19.280  
    8.0       desr   +0.04   +1.09   -19.218  
    9.0       desr   +0.04   +1.09   -19.146  
   10.0       desr   +0.04   +1.09   -19.062  
   11.0       desr   +0.04   +1.09   -18.975  
   12.0       desr   +0.04   +1.09   -18.907  
   13.0       desr   +0.04   +1.09   -18.854  
   14.0       desr   +0.04   +1.09   -18.802  
   15.0       desr   +0.04   +1.09   -18.731  
   16.0       desr   +0.04   +1.09   -18.648  
   17.0       desr   +0.04   +1.09   -18.554  
   18.0       desr   +0.04   +1.09   -18.454  
   19.0       desr   +0.04   +1.09   -18.352  
   20.0       desr   +0.04   +1.09   -18.248  
   21.0       desr   +0.04   +1.09   -18.148  
   22.0       desr   +0.04   +1.09   -18.053  
   23.0       desr   +0.04   +1.09   -17.957  
   24.0       desr   +0.04   +1.09   -17.868  
   25.0       desr   +0.04   +1.09   -17.776  
   26.0       desr   +0.04   +1.09   -17.689  
   27.0       desr   +0.04   +1.09   -17.610  
   28.0       desr   +0.04   +1.09   -17.536  
   29.0       desr   +0.04   +1.09   -17.464  
   30.0       desr   +0.04   +1.09   -17.392  
   31.0       desr   +0.04   +1.09   -17.323  
   32.0       desr   +0.04   +1.09   -17.264  
   33.0       desr   +0.04   +1.09   -17.214  
   34.0       desr   +0.04   +1.09   -17.169  
   35.0       desr   +0.04   +1.09   -17.131  
   36.0       desr   +0.04   +1.09   -17.085  
   37.0       desr   +0.04   +1.09   -17.035  
   38.0       desr   +0.04   +1.09   -16.982  
   39.0       desr   +0.04   +1.09   -16.927  
   40.0       desr   +0.04   +1.09   -16.885  
   41.0       desr   +0.04   +1.09   -16.851  
   42.0       desr   +0.04   +1.09   -16.820  
   43.0       desr   +0.04   +1.09   -16.794  
   44.0       desr   +0.04   +1.09   -16.768  
   45.0       desr   +0.04   +1.09   -16.746  
   46.0       desr   +0.04   +1.09   -16.723  
   47.0       desr   +0.04   +1.09   -16.704  
   48.0       desr   +0.04   +1.09   -16.686  
   49.0       desr   +0.04   +1.09   -16.669  
   50.0       desr   +0.04   +1.09   -16.652  
   51.0       desr   +0.04   +1.09   -16.634  
   52.0       desr   +0.04   +1.09   -16.612  
   53.0       desr   +0.04   +1.09   -16.586  
   54.0       desr   +0.04   +1.09   -16.556  
   55.0       desr   +0.04   +1.09   -16.528  
   56.0       desr   +0.04   +1.09   -16.503  
   57.0       desr   +0.04   +1.09   -16.482  
   58.0       desr   +0.04   +1.09   -16.462  
   59.0       desr   +0.04   +1.09   -16.445  
   60.0       desr   +0.04   +1.09   -16.429  
   61.0       desr   +0.04   +1.09   -16.413  
   62.0       desr   +0.04   +1.09   -16.400  
   63.0       desr   +0.04   +1.09   -16.387  
   64.0       desr   +0.04   +1.09   -16.373  
   65.0       desr   +0.04   +1.09   -16.359  
   66.0       desr   +0.04   +1.09   -16.345  
   67.0       desr   +0.04   +1.09   -16.333  
   68.0       desr   +0.04   +1.09   -16.323  
   69.0       desr   +0.04   +1.09   -16.314  
   70.0       desr   +0.04   +1.09   -16.308  
   71.0       desr   +0.04   +1.09   -16.302  
   72.0       desr   +0.04   +1.09   -16.295  
   73.0       desr   +0.04   +1.09   -16.287  
   74.0       desr   +0.04   +1.09   -16.278  
   75.0       desr   +0.04   +1.09   -16.264  
   76.0       desr   +0.04   +1.09   -16.247  
   77.0       desr   +0.04   +1.09   -16.230  
   78.0       desr   +0.04   +1.09   -16.213  
   79.0       desr   +0.04   +1.09   -16.196  
   80.0       desr   +0.04   +1.09   -16.180  
  -15.0       desr   +0.06   +1.10   -17.004  
  -14.0       desr   +0.06   +1.10   -17.352  
  -13.0       desr   +0.06   +1.10   -17.695  
  -12.0       desr   +0.06   +1.10   -17.993  
  -11.0       desr   +0.06   +1.10   -18.231  
  -10.0       desr   +0.06   +1.10   -18.452  
   -9.0       desr   +0.06   +1.10   -18.666  
   -8.0       desr   +0.06   +1.10   -18.865  
   -7.0       desr   +0.06   +1.10   -19.007  
   -6.0       desr   +0.06   +1.10   -19.151  
   -5.0       desr   +0.06   +1.10   -19.272  
   -4.0       desr   +0.06   +1.10   -19.366  
   -3.0       desr   +0.06   +1.10   -19.416  
   -2.0       desr   +0.06   +1.10   -19.457  
   -1.0       desr   +0.06   +1.10   -19.482  
    0.0       desr   +0.06   +1.10   -19.501  
    1.0       desr   +0.06   +1.10   -19.499  
    2.0       desr   +0.06   +1.10   -19.482  
    3.0       desr   +0.06   +1.10   -19.446  
    4.0       desr   +0.06   +1.10   -19.410  
    5.0       desr   +0.06   +1.10   -19.367  
    6.0       desr   +0.06   +1.10   -19.319  
    7.0       desr   +0.06   +1.10   -19.259  
    8.0       desr   +0.06   +1.10   -19.196  
    9.0       desr   +0.06   +1.10   -19.124  
   10.0       desr   +0.06   +1.10   -19.039  
   11.0       desr   +0.06   +1.10   -18.952  
   12.0       desr   +0.06   +1.10   -18.882  
   13.0       desr   +0.06   +1.10   -18.830  
   14.0       desr   +0.06   +1.10   -18.776  
   15.0       desr   +0.06   +1.10   -18.705  
   16.0       desr   +0.06   +1.10   -18.621  
   17.0       desr   +0.06   +1.10   -18.527  
   18.0       desr   +0.06   +1.10   -18.426  
   19.0       desr   +0.06   +1.10   -18.323  
   20.0       desr   +0.06   +1.10   -18.219  
   21.0       desr   +0.06   +1.10   -18.118  
   22.0       desr   +0.06   +1.10   -18.022  
   23.0       desr   +0.06   +1.10   -17.925  
   24.0       desr   +0.06   +1.10   -17.836  
   25.0       desr   +0.06   +1.10   -17.743  
   26.0       desr   +0.06   +1.10   -17.655  
   27.0       desr   +0.06   +1.10   -17.576  
   28.0       desr   +0.06   +1.10   -17.502  
   29.0       desr   +0.06   +1.10   -17.430  
   30.0       desr   +0.06   +1.10   -17.358  
   31.0       desr   +0.06   +1.10   -17.289  
   32.0       desr   +0.06   +1.10   -17.230  
   33.0       desr   +0.06   +1.10   -17.180  
   34.0       desr   +0.06   +1.10   -17.136  
   35.0       desr   +0.06   +1.10   -17.099  
   36.0       desr   +0.06   +1.10   -17.052  
   37.0       desr   +0.06   +1.10   -17.003  
   38.0       desr   +0.06   +1.10   -16.950  
   39.0       desr   +0.06   +1.10   -16.896  
   40.0       desr   +0.06   +1.10   -16.853  
   41.0       desr   +0.06   +1.10   -16.820  
   42.0       desr   +0.06   +1.10   -16.789  
   43.0       desr   +0.06   +1.10   -16.763  
   44.0       desr   +0.06   +1.10   -16.738  
   45.0       desr   +0.06   +1.10   -16.716  
   46.0       desr   +0.06   +1.10   -16.693  
   47.0       desr   +0.06   +1.10   -16.674  
   48.0       desr   +0.06   +1.10   -16.656  
   49.0       desr   +0.06   +1.10   -16.639  
   50.0       desr   +0.06   +1.10   -16.623  
   51.0       desr   +0.06   +1.10   -16.604  
   52.0       desr   +0.06   +1.10   -16.582  
   53.0       desr   +0.06   +1.10   -16.556  
   54.0       desr   +0.06   +1.10   -16.526  
   55.0       desr   +0.06   +1.10   -16.498  
   56.0       desr   +0.06   +1.10   -16.473  
   57.0       desr   +0.06   +1.10   -16.452  
   58.0       desr   +0.06   +1.10   -16.433  
   59.0       desr   +0.06   +1.10   -16.416  
   60.0       desr   +0.06   +1.10   -16.400  
   61.0       desr   +0.06   +1.10   -16.385  
   62.0       desr   +0.06   +1.10   -16.371  
   63.0       desr   +0.06   +1.10   -16.358  
   64.0       desr   +0.06   +1.10   -16.344  
   65.0       desr   +0.06   +1.10   -16.330  
   66.0       desr   +0.06   +1.10   -16.316  
   67.0       desr   +0.06   +1.10   -16.304  
   68.0       desr   +0.06   +1.10   -16.293  
   69.0       desr   +0.06   +1.10   -16.285  
   70.0       desr   +0.06   +1.10   -16.279  
   71.0       desr   +0.06   +1.10   -16.273  
   72.0       desr   +0.06   +1.10   -16.266  
   73.0       desr   +0.06   +1.10   -16.258  
   74.0       desr   +0.06   +1.10   -16.249  
   75.0       desr   +0.06   +1.10   -16.234  
   76.0       desr   +0.06   +1.10   -16.218  
   77.0       desr   +0.06   +1.10   -16.201  
   78.0       desr   +0.06   +1.10   -16.184  
   79.0       desr   +0.06   +1.10   -16.166  
   80.0       desr   +0.06   +1.10   -16.150  
  -15.0       desr   +0.08   +1.11   -16.979  
  -14.0       desr   +0.08   +1.11   -17.327  
  -13.0       desr   +0.08   +1.11   -17.670  
  -12.0       desr   +0.08   +1.11   -17.968  
  -11.0       desr   +0.08   +1.11   -18.207  
  -10.0       desr   +0.08   +1.11   -18.429  
   -9.0       desr   +0.08   +1.11   -18.644  
   -8.0       desr   +0.08   +1.11   -18.843  
   -7.0       desr   +0.08   +1.11   -18.985  
   -6.0       desr   +0.08   +1.11   -19.129  
   -5.0       desr   +0.08   +1.11   -19.252  
   -4.0       desr   +0.08   +1.11   -19.346  
   -3.0       desr   +0.08   +1.11   -19.397  
   -2.0       desr   +0.08   +1.11   -19.439  
   -1.0       desr   +0.08   +1.11   -19.464  
    0.0       desr   +0.08   +1.11   -19.483  
    1.0       desr   +0.08   +1.11   -19.482  
    2.0       desr   +0.08   +1.11   -19.464  
    3.0       desr   +0.08   +1.11   -19.427  
    4.0       desr   +0.08   +1.11   -19.391  
    5.0       desr   +0.08   +1.11   -19.347  
    6.0       desr   +0.08   +1.11   -19.298  
    7.0       desr   +0.08   +1.11   -19.238  
    8.0       desr   +0.08   +1.11   -19.174  
    9.0       desr   +0.08   +1.11   -19.101  
   10.0       desr   +0.08   +1.11   -19.015  
   11.0       desr   +0.08   +1.11   -18.928  
   12.0       desr   +0.08   +1.11   -18.858  
   13.0       desr   +0.08   +1.11   -18.805  
   14.0       desr   +0.08   +1.11   -18.751  
   15.0       desr   +0.08   +1.11   -18.679  
   16.0       desr   +0.08   +1.11   -18.595  
   17.0       desr   +0.08   +1.11   -18.500  
   18.0       desr   +0.08   +1.11   -18.398  
   19.0       desr   +0.08   +1.11   -18.294  
   20.0       desr   +0.08   +1.11   -18.189  
   21.0       desr   +0.08   +1.11   -18.087  
   22.0       desr   +0.08   +1.11   -17.991  
   23.0       desr   +0.08   +1.11   -17.893  
   24.0       desr   +0.08   +1.11   -17.803  
   25.0       desr   +0.08   +1.11   -17.710  
   26.0       desr   +0.08   +1.11   -17.622  
   27.0       desr   +0.08   +1.11   -17.543  
   28.0       desr   +0.08   +1.11   -17.468  
   29.0       desr   +0.08   +1.11   -17.396  
   30.0       desr   +0.08   +1.11   -17.324  
   31.0       desr   +0.08   +1.11   -17.255  
   32.0       desr   +0.08   +1.11   -17.196  
   33.0       desr   +0.08   +1.11   -17.147  
   34.0       desr   +0.08   +1.11   -17.103  
   35.0       desr   +0.08   +1.11   -17.066  
   36.0       desr   +0.08   +1.11   -17.020  
   37.0       desr   +0.08   +1.11   -16.971  
   38.0       desr   +0.08   +1.11   -16.919  
   39.0       desr   +0.08   +1.11   -16.864  
   40.0       desr   +0.08   +1.11   -16.822  
   41.0       desr   +0.08   +1.11   -16.789  
   42.0       desr   +0.08   +1.11   -16.758  
   43.0       desr   +0.08   +1.11   -16.732  
   44.0       desr   +0.08   +1.11   -16.707  
   45.0       desr   +0.08   +1.11   -16.685  
   46.0       desr   +0.08   +1.11   -16.662  
   47.0       desr   +0.08   +1.11   -16.644  
   48.0       desr   +0.08   +1.11   -16.626  
   49.0       desr   +0.08   +1.11   -16.609  
   50.0       desr   +0.08   +1.11   -16.593  
   51.0       desr   +0.08   +1.11   -16.574  
   52.0       desr   +0.08   +1.11   -16.552  
   53.0       desr   +0.08   +1.11   -16.526  
   54.0       desr   +0.08   +1.11   -16.496  
   55.0       desr   +0.08   +1.11   -16.468  
   56.0       desr   +0.08   +1.11   -16.443  
   57.0       desr   +0.08   +1.11   -16.422  
   58.0       desr   +0.08   +1.11   -16.403  
   59.0       desr   +0.08   +1.11   -16.387  
   60.0       desr   +0.08   +1.11   -16.371  
   61.0       desr   +0.08   +1.11   -16.356  
   62.0       desr   +0.08   +1.11   -16.343  
   63.0       desr   +0.08   +1.11   -16.329  
   64.0       desr   +0.08   +1.11   -16.315  
   65.0       desr   +0.08   +1.11   -16.301  
   66.0       desr   +0.08   +1.11   -16.287  
   67.0       desr   +0.08   +1.11   -16.275  
   68.0       desr   +0.08   +1.11   -16.264  
   69.0       desr   +0.08   +1.11   -16.256  
   70.0       desr   +0.08   +1.11   -16.249  
   71.0       desr   +0.08   +1.11   -16.244  
   72.0       desr   +0.08   +1.11   -16.237  
   73.0       desr   +0.08   +1.11   -16.229  
   74.0       desr   +0.08   +1.11   -16.220  
   75.0       desr   +0.08   +1.11   -16.205  
   76.0       desr   +0.08   +1.11   -16.189  
   77.0       desr   +0.08   +1.11   -16.172  
   78.0       desr   +0.08   +1.11   -16.154  
   79.0       desr   +0.08   +1.11   -16.137  
   80.0       desr   +0.08   +1.11   -16.120  
  -15.0       desr   +0.10   +1.12   -16.953  
  -14.0       desr   +0.10   +1.12   -17.301  
  -13.0       desr   +0.10   +1.12   -17.644  
  -12.0       desr   +0.10   +1.12   -17.943  
  -11.0       desr   +0.10   +1.12   -18.183  
  -10.0       desr   +0.10   +1.12   -18.406  
   -9.0       desr   +0.10   +1.12   -18.621  
   -8.0       desr   +0.10   +1.12   -18.820  
   -7.0       desr   +0.10   +1.12   -18.962  
   -6.0       desr   +0.10   +1.12   -19.108  
   -5.0       desr   +0.10   +1.12   -19.231  
   -4.0       desr   +0.10   +1.12   -19.326  
   -3.0       desr   +0.10   +1.12   -19.378  
   -2.0       desr   +0.10   +1.12   -19.420  
   -1.0       desr   +0.10   +1.12   -19.446  
    0.0       desr   +0.10   +1.12   -19.466  
