  phase   passband   delta    dm15       mag  
   77.0       desr   -0.18   +0.96   -16.243  
   78.0       desr   -0.18   +0.96   -16.202  
   79.0       desr   -0.18   +0.96   -16.161  
   80.0       desr   -0.18   +0.96   -16.119  
  -15.0       desr   -0.16   +0.97   -16.349  
  -14.0       desr   -0.16   +0.97   -16.681  
  -13.0       desr   -0.16   +0.97   -16.992  
  -12.0       desr   -0.16   +0.97   -17.283  
  -11.0       desr   -0.16   +0.97   -17.564  
  -10.0       desr   -0.16   +0.97   -17.851  
   -9.0       desr   -0.16   +0.97   -18.153  
   -8.0       desr   -0.16   +0.97   -18.422  
   -7.0       desr   -0.16   +0.97   -18.616  
   -6.0       desr   -0.16   +0.97   -18.749  
   -5.0       desr   -0.16   +0.97   -18.835  
   -4.0       desr   -0.16   +0.97   -18.884  
   -3.0       desr   -0.16   +0.97   -18.903  
   -2.0       desr   -0.16   +0.97   -18.890  
   -1.0       desr   -0.16   +0.97   -18.866  
    0.0       desr   -0.16   +0.97   -18.832  
    1.0       desr   -0.16   +0.97   -18.805  
    2.0       desr   -0.16   +0.97   -18.762  
    3.0       desr   -0.16   +0.97   -18.738  
    4.0       desr   -0.16   +0.97   -18.711  
    5.0       desr   -0.16   +0.97   -18.683  
    6.0       desr   -0.16   +0.97   -18.645  
    7.0       desr   -0.16   +0.97   -18.594  
    8.0       desr   -0.16   +0.97   -18.539  
    9.0       desr   -0.16   +0.97   -18.487  
   10.0       desr   -0.16   +0.97   -18.423  
   11.0       desr   -0.16   +0.97   -18.337  
   12.0       desr   -0.16   +0.97   -18.257  
   13.0       desr   -0.16   +0.97   -18.205  
   14.0       desr   -0.16   +0.97   -18.166  
   15.0       desr   -0.16   +0.97   -18.154  
   16.0       desr   -0.16   +0.97   -18.170  
   17.0       desr   -0.16   +0.97   -18.185  
   18.0       desr   -0.16   +0.97   -18.198  
   19.0       desr   -0.16   +0.97   -18.218  
   20.0       desr   -0.16   +0.97   -18.237  
   21.0       desr   -0.16   +0.97   -18.252  
   22.0       desr   -0.16   +0.97   -18.265  
   23.0       desr   -0.16   +0.97   -18.280  
   24.0       desr   -0.16   +0.97   -18.298  
   25.0       desr   -0.16   +0.97   -18.314  
   26.0       desr   -0.16   +0.97   -18.326  
   27.0       desr   -0.16   +0.97   -18.331  
   28.0       desr   -0.16   +0.97   -18.326  
   29.0       desr   -0.16   +0.97   -18.310  
   30.0       desr   -0.16   +0.97   -18.280  
   31.0       desr   -0.16   +0.97   -18.236  
   32.0       desr   -0.16   +0.97   -18.183  
   33.0       desr   -0.16   +0.97   -18.123  
   34.0       desr   -0.16   +0.97   -18.062  
   35.0       desr   -0.16   +0.97   -18.004  
   36.0       desr   -0.16   +0.97   -17.940  
   37.0       desr   -0.16   +0.97   -17.871  
   38.0       desr   -0.16   +0.97   -17.801  
   39.0       desr   -0.16   +0.97   -17.728  
   40.0       desr   -0.16   +0.97   -17.660  
   41.0       desr   -0.16   +0.97   -17.598  
   42.0       desr   -0.16   +0.97   -17.542  
   43.0       desr   -0.16   +0.97   -17.491  
   44.0       desr   -0.16   +0.97   -17.443  
   45.0       desr   -0.16   +0.97   -17.399  
   46.0       desr   -0.16   +0.97   -17.359  
   47.0       desr   -0.16   +0.97   -17.322  
   48.0       desr   -0.16   +0.97   -17.286  
   49.0       desr   -0.16   +0.97   -17.252  
   50.0       desr   -0.16   +0.97   -17.220  
   51.0       desr   -0.16   +0.97   -17.188  
   52.0       desr   -0.16   +0.97   -17.149  
   53.0       desr   -0.16   +0.97   -17.111  
   54.0       desr   -0.16   +0.97   -17.072  
   55.0       desr   -0.16   +0.97   -17.034  
   56.0       desr   -0.16   +0.97   -16.992  
   57.0       desr   -0.16   +0.97   -16.945  
   58.0       desr   -0.16   +0.97   -16.895  
   59.0       desr   -0.16   +0.97   -16.855  
   60.0       desr   -0.16   +0.97   -16.816  
   61.0       desr   -0.16   +0.97   -16.778  
   62.0       desr   -0.16   +0.97   -16.745  
   63.0       desr   -0.16   +0.97   -16.712  
   64.0       desr   -0.16   +0.97   -16.682  
   65.0       desr   -0.16   +0.97   -16.652  
   66.0       desr   -0.16   +0.97   -16.622  
   67.0       desr   -0.16   +0.97   -16.587  
   68.0       desr   -0.16   +0.97   -16.550  
   69.0       desr   -0.16   +0.97   -16.513  
   70.0       desr   -0.16   +0.97   -16.476  
   71.0       desr   -0.16   +0.97   -16.439  
   72.0       desr   -0.16   +0.97   -16.402  
   73.0       desr   -0.16   +0.97   -16.366  
   74.0       desr   -0.16   +0.97   -16.330  
   75.0       desr   -0.16   +0.97   -16.291  
   76.0       desr   -0.16   +0.97   -16.251  
   77.0       desr   -0.16   +0.97   -16.209  
   78.0       desr   -0.16   +0.97   -16.168  
   79.0       desr   -0.16   +0.97   -16.127  
   80.0       desr   -0.16   +0.97   -16.086  
  -15.0       desr   -0.14   +0.98   -16.331  
  -14.0       desr   -0.14   +0.98   -16.665  
  -13.0       desr   -0.14   +0.98   -16.976  
  -12.0       desr   -0.14   +0.98   -17.266  
  -11.0       desr   -0.14   +0.98   -17.548  
  -10.0       desr   -0.14   +0.98   -17.836  
   -9.0       desr   -0.14   +0.98   -18.139  
   -8.0       desr   -0.14   +0.98   -18.409  
   -7.0       desr   -0.14   +0.98   -18.603  
   -6.0       desr   -0.14   +0.98   -18.737  
   -5.0       desr   -0.14   +0.98   -18.824  
   -4.0       desr   -0.14   +0.98   -18.874  
   -3.0       desr   -0.14   +0.98   -18.893  
   -2.0       desr   -0.14   +0.98   -18.880  
   -1.0       desr   -0.14   +0.98   -18.856  
    0.0       desr   -0.14   +0.98   -18.822  
    1.0       desr   -0.14   +0.98   -18.794  
    2.0       desr   -0.14   +0.98   -18.751  
    3.0       desr   -0.14   +0.98   -18.725  
    4.0       desr   -0.14   +0.98   -18.697  
    5.0       desr   -0.14   +0.98   -18.668  
    6.0       desr   -0.14   +0.98   -18.629  
    7.0       desr   -0.14   +0.98   -18.577  
    8.0       desr   -0.14   +0.98   -18.521  
    9.0       desr   -0.14   +0.98   -18.468  
   10.0       desr   -0.14   +0.98   -18.403  
   11.0       desr   -0.14   +0.98   -18.317  
   12.0       desr   -0.14   +0.98   -18.237  
   13.0       desr   -0.14   +0.98   -18.185  
   14.0       desr   -0.14   +0.98   -18.146  
   15.0       desr   -0.14   +0.98   -18.135  
   16.0       desr   -0.14   +0.98   -18.151  
   17.0       desr   -0.14   +0.98   -18.166  
   18.0       desr   -0.14   +0.98   -18.180  
   19.0       desr   -0.14   +0.98   -18.200  
   20.0       desr   -0.14   +0.98   -18.219  
   21.0       desr   -0.14   +0.98   -18.234  
   22.0       desr   -0.14   +0.98   -18.246  
   23.0       desr   -0.14   +0.98   -18.262  
   24.0       desr   -0.14   +0.98   -18.279  
   25.0       desr   -0.14   +0.98   -18.295  
   26.0       desr   -0.14   +0.98   -18.306  
   27.0       desr   -0.14   +0.98   -18.309  
   28.0       desr   -0.14   +0.98   -18.304  
   29.0       desr   -0.14   +0.98   -18.287  
   30.0       desr   -0.14   +0.98   -18.257  
   31.0       desr   -0.14   +0.98   -18.213  
   32.0       desr   -0.14   +0.98   -18.159  
   33.0       desr   -0.14   +0.98   -18.100  
   34.0       desr   -0.14   +0.98   -18.039  
   35.0       desr   -0.14   +0.98   -17.979  
   36.0       desr   -0.14   +0.98   -17.915  
   37.0       desr   -0.14   +0.98   -17.845  
   38.0       desr   -0.14   +0.98   -17.773  
   39.0       desr   -0.14   +0.98   -17.699  
   40.0       desr   -0.14   +0.98   -17.629  
   41.0       desr   -0.14   +0.98   -17.565  
   42.0       desr   -0.14   +0.98   -17.508  
   43.0       desr   -0.14   +0.98   -17.456  
   44.0       desr   -0.14   +0.98   -17.408  
   45.0       desr   -0.14   +0.98   -17.364  
   46.0       desr   -0.14   +0.98   -17.324  
   47.0       desr   -0.14   +0.98   -17.287  
   48.0       desr   -0.14   +0.98   -17.251  
   49.0       desr   -0.14   +0.98   -17.218  
   50.0       desr   -0.14   +0.98   -17.186  
   51.0       desr   -0.14   +0.98   -17.153  
   52.0       desr   -0.14   +0.98   -17.115  
   53.0       desr   -0.14   +0.98   -17.076  
   54.0       desr   -0.14   +0.98   -17.038  
   55.0       desr   -0.14   +0.98   -16.999  
   56.0       desr   -0.14   +0.98   -16.957  
   57.0       desr   -0.14   +0.98   -16.910  
   58.0       desr   -0.14   +0.98   -16.860  
   59.0       desr   -0.14   +0.98   -16.819  
   60.0       desr   -0.14   +0.98   -16.780  
   61.0       desr   -0.14   +0.98   -16.743  
   62.0       desr   -0.14   +0.98   -16.709  
   63.0       desr   -0.14   +0.98   -16.677  
   64.0       desr   -0.14   +0.98   -16.647  
   65.0       desr   -0.14   +0.98   -16.617  
   66.0       desr   -0.14   +0.98   -16.587  
   67.0       desr   -0.14   +0.98   -16.552  
   68.0       desr   -0.14   +0.98   -16.516  
   69.0       desr   -0.14   +0.98   -16.479  
   70.0       desr   -0.14   +0.98   -16.442  
   71.0       desr   -0.14   +0.98   -16.404  
   72.0       desr   -0.14   +0.98   -16.367  
   73.0       desr   -0.14   +0.98   -16.332  
   74.0       desr   -0.14   +0.98   -16.296  
   75.0       desr   -0.14   +0.98   -16.257  
   76.0       desr   -0.14   +0.98   -16.217  
   77.0       desr   -0.14   +0.98   -16.175  
   78.0       desr   -0.14   +0.98   -16.134  
   79.0       desr   -0.14   +0.98   -16.094  
   80.0       desr   -0.14   +0.98   -16.053  
  -15.0       desr   -0.12   +0.99   -16.311  
  -14.0       desr   -0.12   +0.99   -16.648  
  -13.0       desr   -0.12   +0.99   -16.960  
  -12.0       desr   -0.12   +0.99   -17.250  
  -11.0       desr   -0.12   +0.99   -17.532  
  -10.0       desr   -0.12   +0.99   -17.820  
   -9.0       desr   -0.12   +0.99   -18.125  
   -8.0       desr   -0.12   +0.99   -18.395  
   -7.0       desr   -0.12   +0.99   -18.591  
   -6.0       desr   -0.12   +0.99   -18.725  
   -5.0       desr   -0.12   +0.99   -18.813  
   -4.0       desr   -0.12   +0.99   -18.863  
   -3.0       desr   -0.12   +0.99   -18.883  
   -2.0       desr   -0.12   +0.99   -18.871  
   -1.0       desr   -0.12   +0.99   -18.846  
    0.0       desr   -0.12   +0.99   -18.812  
    1.0       desr   -0.12   +0.99   -18.783  
    2.0       desr   -0.12   +0.99   -18.739  
    3.0       desr   -0.12   +0.99   -18.712  
    4.0       desr   -0.12   +0.99   -18.683  
    5.0       desr   -0.12   +0.99   -18.653  
    6.0       desr   -0.12   +0.99   -18.613  
    7.0       desr   -0.12   +0.99   -18.560  
    8.0       desr   -0.12   +0.99   -18.502  
    9.0       desr   -0.12   +0.99   -18.449  
   10.0       desr   -0.12   +0.99   -18.384  
   11.0       desr   -0.12   +0.99   -18.297  
   12.0       desr   -0.12   +0.99   -18.217  
   13.0       desr   -0.12   +0.99   -18.165  
   14.0       desr   -0.12   +0.99   -18.126  
   15.0       desr   -0.12   +0.99   -18.115  
   16.0       desr   -0.12   +0.99   -18.132  
   17.0       desr   -0.12   +0.99   -18.148  
   18.0       desr   -0.12   +0.99   -18.162  
   19.0       desr   -0.12   +0.99   -18.182  
   20.0       desr   -0.12   +0.99   -18.201  
   21.0       desr   -0.12   +0.99   -18.216  
   22.0       desr   -0.12   +0.99   -18.228  
   23.0       desr   -0.12   +0.99   -18.243  
   24.0       desr   -0.12   +0.99   -18.259  
   25.0       desr   -0.12   +0.99   -18.275  
   26.0       desr   -0.12   +0.99   -18.285  
   27.0       desr   -0.12   +0.99   -18.288  
   28.0       desr   -0.12   +0.99   -18.282  
   29.0       desr   -0.12   +0.99   -18.265  
   30.0       desr   -0.12   +0.99   -18.234  
   31.0       desr   -0.12   +0.99   -18.190  
   32.0       desr   -0.12   +0.99   -18.136  
   33.0       desr   -0.12   +0.99   -18.076  
   34.0       desr   -0.12   +0.99   -18.015  
   35.0       desr   -0.12   +0.99   -17.955  
   36.0       desr   -0.12   +0.99   -17.889  
   37.0       desr   -0.12   +0.99   -17.818  
   38.0       desr   -0.12   +0.99   -17.745  
   39.0       desr   -0.12   +0.99   -17.669  
   40.0       desr   -0.12   +0.99   -17.598  
   41.0       desr   -0.12   +0.99   -17.533  
   42.0       desr   -0.12   +0.99   -17.475  
   43.0       desr   -0.12   +0.99   -17.422  
   44.0       desr   -0.12   +0.99   -17.374  
   45.0       desr   -0.12   +0.99   -17.329  
   46.0       desr   -0.12   +0.99   -17.289  
   47.0       desr   -0.12   +0.99   -17.252  
   48.0       desr   -0.12   +0.99   -17.216  
   49.0       desr   -0.12   +0.99   -17.183  
   50.0       desr   -0.12   +0.99   -17.151  
   51.0       desr   -0.12   +0.99   -17.118  
   52.0       desr   -0.12   +0.99   -17.080  
   53.0       desr   -0.12   +0.99   -17.042  
   54.0       desr   -0.12   +0.99   -17.003  
   55.0       desr   -0.12   +0.99   -16.965  
   56.0       desr   -0.12   +0.99   -16.922  
   57.0       desr   -0.12   +0.99   -16.875  
   58.0       desr   -0.12   +0.99   -16.825  
   59.0       desr   -0.12   +0.99   -16.784  
   60.0       desr   -0.12   +0.99   -16.745  
   61.0       desr   -0.12   +0.99   -16.708  
   62.0       desr   -0.12   +0.99   -16.674  
   63.0       desr   -0.12   +0.99   -16.642  
   64.0       desr   -0.12   +0.99   -16.612  
   65.0       desr   -0.12   +0.99   -16.583  
   66.0       desr   -0.12   +0.99   -16.552  
   67.0       desr   -0.12   +0.99   -16.517  
   68.0       desr   -0.12   +0.99   -16.481  
   69.0       desr   -0.12   +0.99   -16.444  
   70.0       desr   -0.12   +0.99   -16.407  
   71.0       desr   -0.12   +0.99   -16.370  
   72.0       desr   -0.12   +0.99   -16.333  
   73.0       desr   -0.12   +0.99   -16.297  
   74.0       desr   -0.12   +0.99   -16.262  
   75.0       desr   -0.12   +0.99   -16.223  
   76.0       desr   -0.12   +0.99   -16.183  
   77.0       desr   -0.12   +0.99   -16.142  
   78.0       desr   -0.12   +0.99   -16.101  
   79.0       desr   -0.12   +0.99   -16.061  
   80.0       desr   -0.12   +0.99   -16.021  
  -15.0       desr   -0.10   +1.00   -16.292  
  -14.0       desr   -0.10   +1.00   -16.631  
  -13.0       desr   -0.10   +1.00   -16.944  
  -12.0       desr   -0.10   +1.00   -17.233  
  -11.0       desr   -0.10   +1.00   -17.515  
  -10.0       desr   -0.10   +1.00   -17.805  
   -9.0       desr   -0.10   +1.00   -18.111  
   -8.0       desr   -0.10   +1.00   -18.382  
   -7.0       desr   -0.10   +1.00   -18.578  
   -6.0       desr   -0.10   +1.00   -18.713  
   -5.0       desr   -0.10   +1.00   -18.802  
   -4.0       desr   -0.10   +1.00   -18.853  
   -3.0       desr   -0.10   +1.00   -18.873  
   -2.0       desr   -0.10   +1.00   -18.861  
   -1.0       desr   -0.10   +1.00   -18.836  
    0.0       desr   -0.10   +1.00   -18.801  
    1.0       desr   -0.10   +1.00   -18.772  
    2.0       desr   -0.10   +1.00   -18.727  
    3.0       desr   -0.10   +1.00   -18.699  
    4.0       desr   -0.10   +1.00   -18.668  
    5.0       desr   -0.10   +1.00   -18.637  
    6.0       desr   -0.10   +1.00   -18.596  
    7.0       desr   -0.10   +1.00   -18.542  
    8.0       desr   -0.10   +1.00   -18.484  
    9.0       desr   -0.10   +1.00   -18.430  
   10.0       desr   -0.10   +1.00   -18.364  
   11.0       desr   -0.10   +1.00   -18.278  
   12.0       desr   -0.10   +1.00   -18.198  
   13.0       desr   -0.10   +1.00   -18.146  
   14.0       desr   -0.10   +1.00   -18.107  
   15.0       desr   -0.10   +1.00   -18.096  
   16.0       desr   -0.10   +1.00   -18.113  
   17.0       desr   -0.10   +1.00   -18.130  
   18.0       desr   -0.10   +1.00   -18.144  
   19.0       desr   -0.10   +1.00   -18.164  
   20.0       desr   -0.10   +1.00   -18.184  
   21.0       desr   -0.10   +1.00   -18.198  
   22.0       desr   -0.10   +1.00   -18.210  
   23.0       desr   -0.10   +1.00   -18.224  
   24.0       desr   -0.10   +1.00   -18.240  
   25.0       desr   -0.10   +1.00   -18.255  
   26.0       desr   -0.10   +1.00   -18.264  
   27.0       desr   -0.10   +1.00   -18.266  
   28.0       desr   -0.10   +1.00   -18.260  
   29.0       desr   -0.10   +1.00   -18.242  
   30.0       desr   -0.10   +1.00   -18.211  
   31.0       desr   -0.10   +1.00   -18.166  
   32.0       desr   -0.10   +1.00   -18.113  
   33.0       desr   -0.10   +1.00   -18.052  
   34.0       desr   -0.10   +1.00   -17.991  
   35.0       desr   -0.10   +1.00   -17.931  
   36.0       desr   -0.10   +1.00   -17.864  
   37.0       desr   -0.10   +1.00   -17.792  
   38.0       desr   -0.10   +1.00   -17.717  
   39.0       desr   -0.10   +1.00   -17.640  
   40.0       desr   -0.10   +1.00   -17.567  
   41.0       desr   -0.10   +1.00   -17.500  
   42.0       desr   -0.10   +1.00   -17.441  
   43.0       desr   -0.10   +1.00   -17.388  
   44.0       desr   -0.10   +1.00   -17.339  
   45.0       desr   -0.10   +1.00   -17.294  
   46.0       desr   -0.10   +1.00   -17.254  
   47.0       desr   -0.10   +1.00   -17.217  
   48.0       desr   -0.10   +1.00   -17.182  
   49.0       desr   -0.10   +1.00   -17.148  
   50.0       desr   -0.10   +1.00   -17.117  
   51.0       desr   -0.10   +1.00   -17.084  
   52.0       desr   -0.10   +1.00   -17.046  
   53.0       desr   -0.10   +1.00   -17.007  
   54.0       desr   -0.10   +1.00   -16.969  
   55.0       desr   -0.10   +1.00   -16.930  
   56.0       desr   -0.10   +1.00   -16.888  
   57.0       desr   -0.10   +1.00   -16.841  
   58.0       desr   -0.10   +1.00   -16.790  
   59.0       desr   -0.10   +1.00   -16.749  
   60.0       desr   -0.10   +1.00   -16.710  
   61.0       desr   -0.10   +1.00   -16.673  
   62.0       desr   -0.10   +1.00   -16.639  
   63.0       desr   -0.10   +1.00   -16.607  
   64.0       desr   -0.10   +1.00   -16.577  
   65.0       desr   -0.10   +1.00   -16.548  
   66.0       desr   -0.10   +1.00   -16.518  
   67.0       desr   -0.10   +1.00   -16.483  
   68.0       desr   -0.10   +1.00   -16.447  
   69.0       desr   -0.10   +1.00   -16.410  
   70.0       desr   -0.10   +1.00   -16.373  
   71.0       desr   -0.10   +1.00   -16.336  
   72.0       desr   -0.10   +1.00   -16.298  
   73.0       desr   -0.10   +1.00   -16.264  
   74.0       desr   -0.10   +1.00   -16.229  
   75.0       desr   -0.10   +1.00   -16.189  
   76.0       desr   -0.10   +1.00   -16.150  
   77.0       desr   -0.10   +1.00   -16.110  
   78.0       desr   -0.10   +1.00   -16.068  
   79.0       desr   -0.10   +1.00   -16.029  
   80.0       desr   -0.10   +1.00   -15.988  
  -15.0       desr   -0.08   +1.02   -16.271  
  -14.0       desr   -0.08   +1.02   -16.613  
  -13.0       desr   -0.08   +1.02   -16.927  
  -12.0       desr   -0.08   +1.02   -17.215  
  -11.0       desr   -0.08   +1.02   -17.499  
  -10.0       desr   -0.08   +1.02   -17.789  
   -9.0       desr   -0.08   +1.02   -18.097  
   -8.0       desr   -0.08   +1.02   -18.368  
   -7.0       desr   -0.08   +1.02   -18.565  
   -6.0       desr   -0.08   +1.02   -18.701  
   -5.0       desr   -0.08   +1.02   -18.790  
   -4.0       desr   -0.08   +1.02   -18.843  
   -3.0       desr   -0.08   +1.02   -18.863  
   -2.0       desr   -0.08   +1.02   -18.851  
   -1.0       desr   -0.08   +1.02   -18.826  
    0.0       desr   -0.08   +1.02   -18.791  
    1.0       desr   -0.08   +1.02   -18.761  
    2.0       desr   -0.08   +1.02   -18.715  
    3.0       desr   -0.08   +1.02   -18.686  
    4.0       desr   -0.08   +1.02   -18.654  
    5.0       desr   -0.08   +1.02   -18.622  
    6.0       desr   -0.08   +1.02   -18.580  
    7.0       desr   -0.08   +1.02   -18.525  
    8.0       desr   -0.08   +1.02   -18.466  
    9.0       desr   -0.08   +1.02   -18.412  
   10.0       desr   -0.08   +1.02   -18.346  
   11.0       desr   -0.08   +1.02   -18.258  
   12.0       desr   -0.08   +1.02   -18.178  
   13.0       desr   -0.08   +1.02   -18.126  
   14.0       desr   -0.08   +1.02   -18.088  
   15.0       desr   -0.08   +1.02   -18.078  
   16.0       desr   -0.08   +1.02   -18.095  
   17.0       desr   -0.08   +1.02   -18.112  
   18.0       desr   -0.08   +1.02   -18.126  
   19.0       desr   -0.08   +1.02   -18.146  
   20.0       desr   -0.08   +1.02   -18.166  
   21.0       desr   -0.08   +1.02   -18.181  
   22.0       desr   -0.08   +1.02   -18.192  
   23.0       desr   -0.08   +1.02   -18.206  
   24.0       desr   -0.08   +1.02   -18.221  
   25.0       desr   -0.08   +1.02   -18.235  
   26.0       desr   -0.08   +1.02   -18.244  
   27.0       desr   -0.08   +1.02   -18.245  
   28.0       desr   -0.08   +1.02   -18.238  
   29.0       desr   -0.08   +1.02   -18.219  
   30.0       desr   -0.08   +1.02   -18.188  
   31.0       desr   -0.08   +1.02   -18.143  
   32.0       desr   -0.08   +1.02   -18.089  
   33.0       desr   -0.08   +1.02   -18.029  
   34.0       desr   -0.08   +1.02   -17.967  
   35.0       desr   -0.08   +1.02   -17.906  
   36.0       desr   -0.08   +1.02   -17.839  
   37.0       desr   -0.08   +1.02   -17.766  
   38.0       desr   -0.08   +1.02   -17.689  
   39.0       desr   -0.08   +1.02   -17.611  
   40.0       desr   -0.08   +1.02   -17.536  
   41.0       desr   -0.08   +1.02   -17.468  
   42.0       desr   -0.08   +1.02   -17.409  
   43.0       desr   -0.08   +1.02   -17.355  
   44.0       desr   -0.08   +1.02   -17.305  
   45.0       desr   -0.08   +1.02   -17.260  
   46.0       desr   -0.08   +1.02   -17.220  
   47.0       desr   -0.08   +1.02   -17.183  
   48.0       desr   -0.08   +1.02   -17.148  
   49.0       desr   -0.08   +1.02   -17.115  
   50.0       desr   -0.08   +1.02   -17.083  
   51.0       desr   -0.08   +1.02   -17.050  
   52.0       desr   -0.08   +1.02   -17.012  
   53.0       desr   -0.08   +1.02   -16.974  
   54.0       desr   -0.08   +1.02   -16.935  
   55.0       desr   -0.08   +1.02   -16.897  
   56.0       desr   -0.08   +1.02   -16.854  
   57.0       desr   -0.08   +1.02   -16.807  
   58.0       desr   -0.08   +1.02   -16.756  
   59.0       desr   -0.08   +1.02   -16.715  
   60.0       desr   -0.08   +1.02   -16.676  
   61.0       desr   -0.08   +1.02   -16.639  
   62.0       desr   -0.08   +1.02   -16.605  
   63.0       desr   -0.08   +1.02   -16.573  
   64.0       desr   -0.08   +1.02   -16.543  
   65.0       desr   -0.08   +1.02   -16.514  
   66.0       desr   -0.08   +1.02   -16.484  
   67.0       desr   -0.08   +1.02   -16.449  
   68.0       desr   -0.08   +1.02   -16.413  
   69.0       desr   -0.08   +1.02   -16.376  
   70.0       desr   -0.08   +1.02   -16.339  
   71.0       desr   -0.08   +1.02   -16.302  
   72.0       desr   -0.08   +1.02   -16.265  
   73.0       desr   -0.08   +1.02   -16.230  
   74.0       desr   -0.08   +1.02   -16.195  
   75.0       desr   -0.08   +1.02   -16.156  
   76.0       desr   -0.08   +1.02   -16.117  
   77.0       desr   -0.08   +1.02   -16.077  
   78.0       desr   -0.08   +1.02   -16.037  
   79.0       desr   -0.08   +1.02   -15.997  
   80.0       desr   -0.08   +1.02   -15.956  
  -15.0       desr   -0.06   +1.03   -16.249  
  -14.0       desr   -0.06   +1.03   -16.594  
  -13.0       desr   -0.06   +1.03   -16.909  
  -12.0       desr   -0.06   +1.03   -17.197  
  -11.0       desr   -0.06   +1.03   -17.482  
  -10.0       desr   -0.06   +1.03   -17.773  
   -9.0       desr   -0.06   +1.03   -18.083  
   -8.0       desr   -0.06   +1.03   -18.354  
   -7.0       desr   -0.06   +1.03   -18.551  
   -6.0       desr   -0.06   +1.03   -18.688  
   -5.0       desr   -0.06   +1.03   -18.778  
   -4.0       desr   -0.06   +1.03   -18.832  
   -3.0       desr   -0.06   +1.03   -18.853  
   -2.0       desr   -0.06   +1.03   -18.840  
   -1.0       desr   -0.06   +1.03   -18.816  
    0.0       desr   -0.06   +1.03   -18.780  
    1.0       desr   -0.06   +1.03   -18.750  
    2.0       desr   -0.06   +1.03   -18.703  
    3.0       desr   -0.06   +1.03   -18.673  
    4.0       desr   -0.06   +1.03   -18.640  
    5.0       desr   -0.06   +1.03   -18.607  
    6.0       desr   -0.06   +1.03   -18.564  
    7.0       desr   -0.06   +1.03   -18.508  
    8.0       desr   -0.06   +1.03   -18.448  
    9.0       desr   -0.06   +1.03   -18.394  
   10.0       desr   -0.06   +1.03   -18.327  
   11.0       desr   -0.06   +1.03   -18.239  
   12.0       desr   -0.06   +1.03   -18.159  
   13.0       desr   -0.06   +1.03   -18.108  
   14.0       desr   -0.06   +1.03   -18.069  
   15.0       desr   -0.06   +1.03   -18.059  
   16.0       desr   -0.06   +1.03   -18.077  
   17.0       desr   -0.06   +1.03   -18.094  
   18.0       desr   -0.06   +1.03   -18.108  
   19.0       desr   -0.06   +1.03   -18.129  
   20.0       desr   -0.06   +1.03   -18.148  
   21.0       desr   -0.06   +1.03   -18.163  
   22.0       desr   -0.06   +1.03   -18.174  
   23.0       desr   -0.06   +1.03   -18.187  
   24.0       desr   -0.06   +1.03   -18.202  
   25.0       desr   -0.06   +1.03   -18.215  
   26.0       desr   -0.06   +1.03   -18.223  
   27.0       desr   -0.06   +1.03   -18.223  
   28.0       desr   -0.06   +1.03   -18.216  
   29.0       desr   -0.06   +1.03   -18.196  
   30.0       desr   -0.06   +1.03   -18.165  
   31.0       desr   -0.06   +1.03   -18.120  
   32.0       desr   -0.06   +1.03   -18.065  
   33.0       desr   -0.06   +1.03   -18.005  
   34.0       desr   -0.06   +1.03   -17.943  
   35.0       desr   -0.06   +1.03   -17.882  
   36.0       desr   -0.06   +1.03   -17.814  
   37.0       desr   -0.06   +1.03   -17.739  
   38.0       desr   -0.06   +1.03   -17.662  
   39.0       desr   -0.06   +1.03   -17.582  
   40.0       desr   -0.06   +1.03   -17.506  
   41.0       desr   -0.06   +1.03   -17.437  
   42.0       desr   -0.06   +1.03   -17.376  
   43.0       desr   -0.06   +1.03   -17.321  
   44.0       desr   -0.06   +1.03   -17.271  
   45.0       desr   -0.06   +1.03   -17.226  
   46.0       desr   -0.06   +1.03   -17.186  
   47.0       desr   -0.06   +1.03   -17.149  
   48.0       desr   -0.06   +1.03   -17.114  
   49.0       desr   -0.06   +1.03   -17.081  
   50.0       desr   -0.06   +1.03   -17.049  
   51.0       desr   -0.06   +1.03   -17.017  
   52.0       desr   -0.06   +1.03   -16.979  
   53.0       desr   -0.06   +1.03   -16.940  
   54.0       desr   -0.06   +1.03   -16.902  
   55.0       desr   -0.06   +1.03   -16.863  
   56.0       desr   -0.06   +1.03   -16.820  
   57.0       desr   -0.06   +1.03   -16.773  
   58.0       desr   -0.06   +1.03   -16.722  
   59.0       desr   -0.06   +1.03   -16.681  
   60.0       desr   -0.06   +1.03   -16.642  
   61.0       desr   -0.06   +1.03   -16.605  
   62.0       desr   -0.06   +1.03   -16.571  
   63.0       desr   -0.06   +1.03   -16.540  
   64.0       desr   -0.06   +1.03   -16.509  
   65.0       desr   -0.06   +1.03   -16.481  
   66.0       desr   -0.06   +1.03   -16.451  
   67.0       desr   -0.06   +1.03   -16.416  
   68.0       desr   -0.06   +1.03   -16.379  
   69.0       desr   -0.06   +1.03   -16.342  
   70.0       desr   -0.06   +1.03   -16.305  
   71.0       desr   -0.06   +1.03   -16.268  
   72.0       desr   -0.06   +1.03   -16.232  
   73.0       desr   -0.06   +1.03   -16.197  
   74.0       desr   -0.06   +1.03   -16.163  
   75.0       desr   -0.06   +1.03   -16.124  
   76.0       desr   -0.06   +1.03   -16.084  
   77.0       desr   -0.06   +1.03   -16.045  
   78.0       desr   -0.06   +1.03   -16.005  
