  phase   passband   delta    dm15       mag  
   71.0       desr   -0.16   +0.97   -16.407  
   72.0       desr   -0.16   +0.97   -16.360  
   73.0       desr   -0.16   +0.97   -16.313  
   74.0       desr   -0.16   +0.97   -16.275  
   75.0       desr   -0.16   +0.97   -16.243  
   76.0       desr   -0.16   +0.97   -16.212  
   77.0       desr   -0.16   +0.97   -16.188  
   78.0       desr   -0.16   +0.97   -16.156  
   79.0       desr   -0.16   +0.97   -16.120  
   80.0       desr   -0.16   +0.97   -16.092  
  -15.0       desr   -0.14   +0.98   -16.355  
  -14.0       desr   -0.14   +0.98   -16.620  
  -13.0       desr   -0.14   +0.98   -16.919  
  -12.0       desr   -0.14   +0.98   -17.205  
  -11.0       desr   -0.14   +0.98   -17.489  
  -10.0       desr   -0.14   +0.98   -17.709  
   -9.0       desr   -0.14   +0.98   -17.901  
   -8.0       desr   -0.14   +0.98   -18.113  
   -7.0       desr   -0.14   +0.98   -18.341  
   -6.0       desr   -0.14   +0.98   -18.566  
   -5.0       desr   -0.14   +0.98   -18.747  
   -4.0       desr   -0.14   +0.98   -18.847  
   -3.0       desr   -0.14   +0.98   -18.858  
   -2.0       desr   -0.14   +0.98   -18.823  
   -1.0       desr   -0.14   +0.98   -18.752  
    0.0       desr   -0.14   +0.98   -18.705  
    1.0       desr   -0.14   +0.98   -18.710  
    2.0       desr   -0.14   +0.98   -18.656  
    3.0       desr   -0.14   +0.98   -18.563  
    4.0       desr   -0.14   +0.98   -18.507  
    5.0       desr   -0.14   +0.98   -18.484  
    6.0       desr   -0.14   +0.98   -18.479  
    7.0       desr   -0.14   +0.98   -18.470  
    8.0       desr   -0.14   +0.98   -18.428  
    9.0       desr   -0.14   +0.98   -18.344  
   10.0       desr   -0.14   +0.98   -18.280  
   11.0       desr   -0.14   +0.98   -18.239  
   12.0       desr   -0.14   +0.98   -18.211  
   13.0       desr   -0.14   +0.98   -18.237  
   14.0       desr   -0.14   +0.98   -18.303  
   15.0       desr   -0.14   +0.98   -18.351  
   16.0       desr   -0.14   +0.98   -18.377  
   17.0       desr   -0.14   +0.98   -18.432  
   18.0       desr   -0.14   +0.98   -18.499  
   19.0       desr   -0.14   +0.98   -18.546  
   20.0       desr   -0.14   +0.98   -18.576  
   21.0       desr   -0.14   +0.98   -18.605  
   22.0       desr   -0.14   +0.98   -18.640  
   23.0       desr   -0.14   +0.98   -18.674  
   24.0       desr   -0.14   +0.98   -18.717  
   25.0       desr   -0.14   +0.98   -18.749  
   26.0       desr   -0.14   +0.98   -18.773  
   27.0       desr   -0.14   +0.98   -18.780  
   28.0       desr   -0.14   +0.98   -18.767  
   29.0       desr   -0.14   +0.98   -18.742  
   30.0       desr   -0.14   +0.98   -18.709  
   31.0       desr   -0.14   +0.98   -18.662  
   32.0       desr   -0.14   +0.98   -18.588  
   33.0       desr   -0.14   +0.98   -18.505  
   34.0       desr   -0.14   +0.98   -18.414  
   35.0       desr   -0.14   +0.98   -18.327  
   36.0       desr   -0.14   +0.98   -18.256  
   37.0       desr   -0.14   +0.98   -18.197  
   38.0       desr   -0.14   +0.98   -18.144  
   39.0       desr   -0.14   +0.98   -18.090  
   40.0       desr   -0.14   +0.98   -18.021  
   41.0       desr   -0.14   +0.98   -17.950  
   42.0       desr   -0.14   +0.98   -17.880  
   43.0       desr   -0.14   +0.98   -17.812  
   44.0       desr   -0.14   +0.98   -17.740  
   45.0       desr   -0.14   +0.98   -17.656  
   46.0       desr   -0.14   +0.98   -17.553  
   47.0       desr   -0.14   +0.98   -17.441  
   48.0       desr   -0.14   +0.98   -17.327  
   49.0       desr   -0.14   +0.98   -17.217  
   50.0       desr   -0.14   +0.98   -17.123  
   51.0       desr   -0.14   +0.98   -17.025  
   52.0       desr   -0.14   +0.98   -16.907  
   53.0       desr   -0.14   +0.98   -16.787  
   54.0       desr   -0.14   +0.98   -16.736  
   55.0       desr   -0.14   +0.98   -16.703  
   56.0       desr   -0.14   +0.98   -16.677  
   57.0       desr   -0.14   +0.98   -16.654  
   58.0       desr   -0.14   +0.98   -16.628  
   59.0       desr   -0.14   +0.98   -16.633  
   60.0       desr   -0.14   +0.98   -16.647  
   61.0       desr   -0.14   +0.98   -16.669  
   62.0       desr   -0.14   +0.98   -16.663  
   63.0       desr   -0.14   +0.98   -16.662  
   64.0       desr   -0.14   +0.98   -16.657  
   65.0       desr   -0.14   +0.98   -16.645  
   66.0       desr   -0.14   +0.98   -16.622  
   67.0       desr   -0.14   +0.98   -16.585  
   68.0       desr   -0.14   +0.98   -16.535  
   69.0       desr   -0.14   +0.98   -16.486  
   70.0       desr   -0.14   +0.98   -16.436  
   71.0       desr   -0.14   +0.98   -16.384  
   72.0       desr   -0.14   +0.98   -16.337  
   73.0       desr   -0.14   +0.98   -16.291  
   74.0       desr   -0.14   +0.98   -16.254  
   75.0       desr   -0.14   +0.98   -16.222  
   76.0       desr   -0.14   +0.98   -16.192  
   77.0       desr   -0.14   +0.98   -16.168  
   78.0       desr   -0.14   +0.98   -16.137  
   79.0       desr   -0.14   +0.98   -16.102  
   80.0       desr   -0.14   +0.98   -16.076  
  -15.0       desr   -0.12   +0.99   -16.334  
  -14.0       desr   -0.12   +0.99   -16.606  
  -13.0       desr   -0.12   +0.99   -16.909  
  -12.0       desr   -0.12   +0.99   -17.194  
  -11.0       desr   -0.12   +0.99   -17.475  
  -10.0       desr   -0.12   +0.99   -17.694  
   -9.0       desr   -0.12   +0.99   -17.886  
   -8.0       desr   -0.12   +0.99   -18.097  
   -7.0       desr   -0.12   +0.99   -18.326  
   -6.0       desr   -0.12   +0.99   -18.550  
   -5.0       desr   -0.12   +0.99   -18.732  
   -4.0       desr   -0.12   +0.99   -18.832  
   -3.0       desr   -0.12   +0.99   -18.843  
   -2.0       desr   -0.12   +0.99   -18.807  
   -1.0       desr   -0.12   +0.99   -18.735  
    0.0       desr   -0.12   +0.99   -18.688  
    1.0       desr   -0.12   +0.99   -18.690  
    2.0       desr   -0.12   +0.99   -18.635  
    3.0       desr   -0.12   +0.99   -18.539  
    4.0       desr   -0.12   +0.99   -18.481  
    5.0       desr   -0.12   +0.99   -18.456  
    6.0       desr   -0.12   +0.99   -18.450  
    7.0       desr   -0.12   +0.99   -18.440  
    8.0       desr   -0.12   +0.99   -18.397  
    9.0       desr   -0.12   +0.99   -18.313  
   10.0       desr   -0.12   +0.99   -18.250  
   11.0       desr   -0.12   +0.99   -18.210  
   12.0       desr   -0.12   +0.99   -18.184  
   13.0       desr   -0.12   +0.99   -18.212  
   14.0       desr   -0.12   +0.99   -18.280  
   15.0       desr   -0.12   +0.99   -18.330  
   16.0       desr   -0.12   +0.99   -18.357  
   17.0       desr   -0.12   +0.99   -18.412  
   18.0       desr   -0.12   +0.99   -18.479  
   19.0       desr   -0.12   +0.99   -18.526  
   20.0       desr   -0.12   +0.99   -18.555  
   21.0       desr   -0.12   +0.99   -18.583  
   22.0       desr   -0.12   +0.99   -18.618  
   23.0       desr   -0.12   +0.99   -18.651  
   24.0       desr   -0.12   +0.99   -18.694  
   25.0       desr   -0.12   +0.99   -18.725  
   26.0       desr   -0.12   +0.99   -18.751  
   27.0       desr   -0.12   +0.99   -18.758  
   28.0       desr   -0.12   +0.99   -18.747  
   29.0       desr   -0.12   +0.99   -18.724  
   30.0       desr   -0.12   +0.99   -18.693  
   31.0       desr   -0.12   +0.99   -18.647  
   32.0       desr   -0.12   +0.99   -18.575  
   33.0       desr   -0.12   +0.99   -18.494  
   34.0       desr   -0.12   +0.99   -18.404  
   35.0       desr   -0.12   +0.99   -18.315  
   36.0       desr   -0.12   +0.99   -18.243  
   37.0       desr   -0.12   +0.99   -18.182  
   38.0       desr   -0.12   +0.99   -18.126  
   39.0       desr   -0.12   +0.99   -18.069  
   40.0       desr   -0.12   +0.99   -17.996  
   41.0       desr   -0.12   +0.99   -17.922  
   42.0       desr   -0.12   +0.99   -17.849  
   43.0       desr   -0.12   +0.99   -17.779  
   44.0       desr   -0.12   +0.99   -17.706  
   45.0       desr   -0.12   +0.99   -17.623  
   46.0       desr   -0.12   +0.99   -17.520  
   47.0       desr   -0.12   +0.99   -17.408  
   48.0       desr   -0.12   +0.99   -17.296  
   49.0       desr   -0.12   +0.99   -17.187  
   50.0       desr   -0.12   +0.99   -17.094  
   51.0       desr   -0.12   +0.99   -16.997  
   52.0       desr   -0.12   +0.99   -16.879  
   53.0       desr   -0.12   +0.99   -16.760  
   54.0       desr   -0.12   +0.99   -16.709  
   55.0       desr   -0.12   +0.99   -16.675  
   56.0       desr   -0.12   +0.99   -16.648  
   57.0       desr   -0.12   +0.99   -16.625  
   58.0       desr   -0.12   +0.99   -16.598  
   59.0       desr   -0.12   +0.99   -16.602  
   60.0       desr   -0.12   +0.99   -16.617  
   61.0       desr   -0.12   +0.99   -16.639  
   62.0       desr   -0.12   +0.99   -16.633  
   63.0       desr   -0.12   +0.99   -16.637  
   64.0       desr   -0.12   +0.99   -16.629  
   65.0       desr   -0.12   +0.99   -16.618  
   66.0       desr   -0.12   +0.99   -16.597  
   67.0       desr   -0.12   +0.99   -16.561  
   68.0       desr   -0.12   +0.99   -16.511  
   69.0       desr   -0.12   +0.99   -16.463  
   70.0       desr   -0.12   +0.99   -16.413  
   71.0       desr   -0.12   +0.99   -16.361  
   72.0       desr   -0.12   +0.99   -16.316  
   73.0       desr   -0.12   +0.99   -16.269  
   74.0       desr   -0.12   +0.99   -16.232  
   75.0       desr   -0.12   +0.99   -16.202  
   76.0       desr   -0.12   +0.99   -16.173  
   77.0       desr   -0.12   +0.99   -16.148  
   78.0       desr   -0.12   +0.99   -16.118  
   79.0       desr   -0.12   +0.99   -16.084  
   80.0       desr   -0.12   +0.99   -16.061  
  -15.0       desr   -0.10   +1.00   -16.313  
  -14.0       desr   -0.10   +1.00   -16.591  
  -13.0       desr   -0.10   +1.00   -16.897  
  -12.0       desr   -0.10   +1.00   -17.182  
  -11.0       desr   -0.10   +1.00   -17.461  
  -10.0       desr   -0.10   +1.00   -17.678  
   -9.0       desr   -0.10   +1.00   -17.870  
   -8.0       desr   -0.10   +1.00   -18.081  
   -7.0       desr   -0.10   +1.00   -18.310  
   -6.0       desr   -0.10   +1.00   -18.535  
   -5.0       desr   -0.10   +1.00   -18.716  
   -4.0       desr   -0.10   +1.00   -18.817  
   -3.0       desr   -0.10   +1.00   -18.827  
   -2.0       desr   -0.10   +1.00   -18.790  
   -1.0       desr   -0.10   +1.00   -18.718  
    0.0       desr   -0.10   +1.00   -18.670  
    1.0       desr   -0.10   +1.00   -18.671  
    2.0       desr   -0.10   +1.00   -18.613  
    3.0       desr   -0.10   +1.00   -18.516  
    4.0       desr   -0.10   +1.00   -18.455  
    5.0       desr   -0.10   +1.00   -18.429  
    6.0       desr   -0.10   +1.00   -18.421  
    7.0       desr   -0.10   +1.00   -18.410  
    8.0       desr   -0.10   +1.00   -18.366  
    9.0       desr   -0.10   +1.00   -18.282  
   10.0       desr   -0.10   +1.00   -18.220  
   11.0       desr   -0.10   +1.00   -18.181  
   12.0       desr   -0.10   +1.00   -18.157  
   13.0       desr   -0.10   +1.00   -18.187  
   14.0       desr   -0.10   +1.00   -18.257  
   15.0       desr   -0.10   +1.00   -18.309  
   16.0       desr   -0.10   +1.00   -18.337  
   17.0       desr   -0.10   +1.00   -18.393  
   18.0       desr   -0.10   +1.00   -18.460  
   19.0       desr   -0.10   +1.00   -18.506  
   20.0       desr   -0.10   +1.00   -18.534  
   21.0       desr   -0.10   +1.00   -18.562  
   22.0       desr   -0.10   +1.00   -18.595  
   23.0       desr   -0.10   +1.00   -18.628  
   24.0       desr   -0.10   +1.00   -18.670  
   25.0       desr   -0.10   +1.00   -18.701  
   26.0       desr   -0.10   +1.00   -18.728  
   27.0       desr   -0.10   +1.00   -18.736  
   28.0       desr   -0.10   +1.00   -18.726  
   29.0       desr   -0.10   +1.00   -18.705  
   30.0       desr   -0.10   +1.00   -18.676  
   31.0       desr   -0.10   +1.00   -18.632  
   32.0       desr   -0.10   +1.00   -18.563  
   33.0       desr   -0.10   +1.00   -18.483  
   34.0       desr   -0.10   +1.00   -18.393  
   35.0       desr   -0.10   +1.00   -18.304  
   36.0       desr   -0.10   +1.00   -18.230  
   37.0       desr   -0.10   +1.00   -18.168  
   38.0       desr   -0.10   +1.00   -18.109  
   39.0       desr   -0.10   +1.00   -18.047  
   40.0       desr   -0.10   +1.00   -17.971  
   41.0       desr   -0.10   +1.00   -17.894  
   42.0       desr   -0.10   +1.00   -17.818  
   43.0       desr   -0.10   +1.00   -17.747  
   44.0       desr   -0.10   +1.00   -17.673  
   45.0       desr   -0.10   +1.00   -17.589  
   46.0       desr   -0.10   +1.00   -17.487  
   47.0       desr   -0.10   +1.00   -17.376  
   48.0       desr   -0.10   +1.00   -17.265  
   49.0       desr   -0.10   +1.00   -17.157  
   50.0       desr   -0.10   +1.00   -17.065  
   51.0       desr   -0.10   +1.00   -16.968  
   52.0       desr   -0.10   +1.00   -16.851  
   53.0       desr   -0.10   +1.00   -16.732  
   54.0       desr   -0.10   +1.00   -16.681  
   55.0       desr   -0.10   +1.00   -16.648  
   56.0       desr   -0.10   +1.00   -16.620  
   57.0       desr   -0.10   +1.00   -16.596  
   58.0       desr   -0.10   +1.00   -16.569  
   59.0       desr   -0.10   +1.00   -16.572  
   60.0       desr   -0.10   +1.00   -16.587  
   61.0       desr   -0.10   +1.00   -16.609  
   62.0       desr   -0.10   +1.00   -16.604  
   63.0       desr   -0.10   +1.00   -16.609  
   64.0       desr   -0.10   +1.00   -16.602  
   65.0       desr   -0.10   +1.00   -16.592  
   66.0       desr   -0.10   +1.00   -16.572  
   67.0       desr   -0.10   +1.00   -16.537  
   68.0       desr   -0.10   +1.00   -16.488  
   69.0       desr   -0.10   +1.00   -16.440  
   70.0       desr   -0.10   +1.00   -16.390  
   71.0       desr   -0.10   +1.00   -16.338  
   72.0       desr   -0.10   +1.00   -16.300  
   73.0       desr   -0.10   +1.00   -16.247  
   74.0       desr   -0.10   +1.00   -16.211  
   75.0       desr   -0.10   +1.00   -16.182  
   76.0       desr   -0.10   +1.00   -16.154  
   77.0       desr   -0.10   +1.00   -16.127  
   78.0       desr   -0.10   +1.00   -16.100  
   79.0       desr   -0.10   +1.00   -16.069  
   80.0       desr   -0.10   +1.00   -16.045  
  -15.0       desr   -0.08   +1.02   -16.290  
  -14.0       desr   -0.08   +1.02   -16.575  
  -13.0       desr   -0.08   +1.02   -16.884  
  -12.0       desr   -0.08   +1.02   -17.170  
  -11.0       desr   -0.08   +1.02   -17.447  
  -10.0       desr   -0.08   +1.02   -17.663  
   -9.0       desr   -0.08   +1.02   -17.853  
   -8.0       desr   -0.08   +1.02   -18.065  
   -7.0       desr   -0.08   +1.02   -18.294  
   -6.0       desr   -0.08   +1.02   -18.519  
   -5.0       desr   -0.08   +1.02   -18.700  
   -4.0       desr   -0.08   +1.02   -18.797  
   -3.0       desr   -0.08   +1.02   -18.811  
   -2.0       desr   -0.08   +1.02   -18.774  
   -1.0       desr   -0.08   +1.02   -18.701  
    0.0       desr   -0.08   +1.02   -18.652  
    1.0       desr   -0.08   +1.02   -18.652  
    2.0       desr   -0.08   +1.02   -18.593  
    3.0       desr   -0.08   +1.02   -18.493  
    4.0       desr   -0.08   +1.02   -18.430  
    5.0       desr   -0.08   +1.02   -18.402  
    6.0       desr   -0.08   +1.02   -18.392  
    7.0       desr   -0.08   +1.02   -18.381  
    8.0       desr   -0.08   +1.02   -18.337  
    9.0       desr   -0.08   +1.02   -18.252  
   10.0       desr   -0.08   +1.02   -18.188  
   11.0       desr   -0.08   +1.02   -18.153  
   12.0       desr   -0.08   +1.02   -18.131  
   13.0       desr   -0.08   +1.02   -18.163  
   14.0       desr   -0.08   +1.02   -18.235  
   15.0       desr   -0.08   +1.02   -18.288  
   16.0       desr   -0.08   +1.02   -18.317  
   17.0       desr   -0.08   +1.02   -18.374  
   18.0       desr   -0.08   +1.02   -18.441  
   19.0       desr   -0.08   +1.02   -18.487  
   20.0       desr   -0.08   +1.02   -18.514  
   21.0       desr   -0.08   +1.02   -18.540  
   22.0       desr   -0.08   +1.02   -18.573  
   23.0       desr   -0.08   +1.02   -18.605  
   24.0       desr   -0.08   +1.02   -18.648  
   25.0       desr   -0.08   +1.02   -18.679  
   26.0       desr   -0.08   +1.02   -18.706  
   27.0       desr   -0.08   +1.02   -18.715  
   28.0       desr   -0.08   +1.02   -18.706  
   29.0       desr   -0.08   +1.02   -18.686  
   30.0       desr   -0.08   +1.02   -18.658  
   31.0       desr   -0.08   +1.02   -18.617  
   32.0       desr   -0.08   +1.02   -18.549  
   33.0       desr   -0.08   +1.02   -18.471  
   34.0       desr   -0.08   +1.02   -18.382  
   35.0       desr   -0.08   +1.02   -18.293  
   36.0       desr   -0.08   +1.02   -18.218  
   37.0       desr   -0.08   +1.02   -18.153  
   38.0       desr   -0.08   +1.02   -18.091  
   39.0       desr   -0.08   +1.02   -18.026  
   40.0       desr   -0.08   +1.02   -17.947  
   41.0       desr   -0.08   +1.02   -17.866  
   42.0       desr   -0.08   +1.02   -17.788  
   43.0       desr   -0.08   +1.02   -17.715  
   44.0       desr   -0.08   +1.02   -17.640  
   45.0       desr   -0.08   +1.02   -17.556  
   46.0       desr   -0.08   +1.02   -17.455  
   47.0       desr   -0.08   +1.02   -17.345  
   48.0       desr   -0.08   +1.02   -17.234  
   49.0       desr   -0.08   +1.02   -17.127  
   50.0       desr   -0.08   +1.02   -17.036  
   51.0       desr   -0.08   +1.02   -16.940  
   52.0       desr   -0.08   +1.02   -16.824  
   53.0       desr   -0.08   +1.02   -16.706  
   54.0       desr   -0.08   +1.02   -16.655  
   55.0       desr   -0.08   +1.02   -16.621  
   56.0       desr   -0.08   +1.02   -16.593  
   57.0       desr   -0.08   +1.02   -16.568  
   58.0       desr   -0.08   +1.02   -16.540  
   59.0       desr   -0.08   +1.02   -16.543  
   60.0       desr   -0.08   +1.02   -16.557  
   61.0       desr   -0.08   +1.02   -16.580  
   62.0       desr   -0.08   +1.02   -16.576  
   63.0       desr   -0.08   +1.02   -16.581  
   64.0       desr   -0.08   +1.02   -16.576  
   65.0       desr   -0.08   +1.02   -16.567  
   66.0       desr   -0.08   +1.02   -16.547  
   67.0       desr   -0.08   +1.02   -16.513  
   68.0       desr   -0.08   +1.02   -16.464  
   69.0       desr   -0.08   +1.02   -16.422  
   70.0       desr   -0.08   +1.02   -16.372  
   71.0       desr   -0.08   +1.02   -16.321  
   72.0       desr   -0.08   +1.02   -16.277  
   73.0       desr   -0.08   +1.02   -16.225  
   74.0       desr   -0.08   +1.02   -16.190  
   75.0       desr   -0.08   +1.02   -16.162  
   76.0       desr   -0.08   +1.02   -16.135  
   77.0       desr   -0.08   +1.02   -16.109  
   78.0       desr   -0.08   +1.02   -16.083  
   79.0       desr   -0.08   +1.02   -16.053  
   80.0       desr   -0.08   +1.02   -16.030  
  -15.0       desr   -0.06   +1.03   -16.266  
  -14.0       desr   -0.06   +1.03   -16.557  
  -13.0       desr   -0.06   +1.03   -16.870  
  -12.0       desr   -0.06   +1.03   -17.156  
  -11.0       desr   -0.06   +1.03   -17.432  
  -10.0       desr   -0.06   +1.03   -17.647  
   -9.0       desr   -0.06   +1.03   -17.837  
   -8.0       desr   -0.06   +1.03   -18.049  
   -7.0       desr   -0.06   +1.03   -18.278  
   -6.0       desr   -0.06   +1.03   -18.503  
   -5.0       desr   -0.06   +1.03   -18.685  
   -4.0       desr   -0.06   +1.03   -18.781  
   -3.0       desr   -0.06   +1.03   -18.793  
   -2.0       desr   -0.06   +1.03   -18.758  
   -1.0       desr   -0.06   +1.03   -18.684  
    0.0       desr   -0.06   +1.03   -18.634  
    1.0       desr   -0.06   +1.03   -18.633  
    2.0       desr   -0.06   +1.03   -18.572  
    3.0       desr   -0.06   +1.03   -18.470  
    4.0       desr   -0.06   +1.03   -18.406  
    5.0       desr   -0.06   +1.03   -18.375  
    6.0       desr   -0.06   +1.03   -18.365  
    7.0       desr   -0.06   +1.03   -18.352  
    8.0       desr   -0.06   +1.03   -18.307  
    9.0       desr   -0.06   +1.03   -18.221  
   10.0       desr   -0.06   +1.03   -18.159  
   11.0       desr   -0.06   +1.03   -18.126  
   12.0       desr   -0.06   +1.03   -18.106  
   13.0       desr   -0.06   +1.03   -18.139  
   14.0       desr   -0.06   +1.03   -18.213  
   15.0       desr   -0.06   +1.03   -18.268  
   16.0       desr   -0.06   +1.03   -18.298  
   17.0       desr   -0.06   +1.03   -18.355  
   18.0       desr   -0.06   +1.03   -18.422  
   19.0       desr   -0.06   +1.03   -18.468  
   20.0       desr   -0.06   +1.03   -18.494  
   21.0       desr   -0.06   +1.03   -18.520  
   22.0       desr   -0.06   +1.03   -18.552  
   23.0       desr   -0.06   +1.03   -18.583  
   24.0       desr   -0.06   +1.03   -18.625  
   25.0       desr   -0.06   +1.03   -18.656  
   26.0       desr   -0.06   +1.03   -18.683  
   27.0       desr   -0.06   +1.03   -18.693  
   28.0       desr   -0.06   +1.03   -18.685  
   29.0       desr   -0.06   +1.03   -18.667  
   30.0       desr   -0.06   +1.03   -18.641  
   31.0       desr   -0.06   +1.03   -18.601  
   32.0       desr   -0.06   +1.03   -18.536  
   33.0       desr   -0.06   +1.03   -18.459  
   34.0       desr   -0.06   +1.03   -18.371  
   35.0       desr   -0.06   +1.03   -18.282  
   36.0       desr   -0.06   +1.03   -18.205  
   37.0       desr   -0.06   +1.03   -18.138  
   38.0       desr   -0.06   +1.03   -18.073  
   39.0       desr   -0.06   +1.03   -18.005  
   40.0       desr   -0.06   +1.03   -17.922  
   41.0       desr   -0.06   +1.03   -17.838  
   42.0       desr   -0.06   +1.03   -17.758  
   43.0       desr   -0.06   +1.03   -17.684  
   44.0       desr   -0.06   +1.03   -17.608  
   45.0       desr   -0.06   +1.03   -17.524  
   46.0       desr   -0.06   +1.03   -17.423  
   47.0       desr   -0.06   +1.03   -17.313  
   48.0       desr   -0.06   +1.03   -17.204  
   49.0       desr   -0.06   +1.03   -17.098  
   50.0       desr   -0.06   +1.03   -17.008  
   51.0       desr   -0.06   +1.03   -16.913  
   52.0       desr   -0.06   +1.03   -16.797  
   53.0       desr   -0.06   +1.03   -16.680  
   54.0       desr   -0.06   +1.03   -16.629  
   55.0       desr   -0.06   +1.03   -16.595  
   56.0       desr   -0.06   +1.03   -16.566  
   57.0       desr   -0.06   +1.03   -16.540  
   58.0       desr   -0.06   +1.03   -16.511  
   59.0       desr   -0.06   +1.03   -16.514  
   60.0       desr   -0.06   +1.03   -16.528  
   61.0       desr   -0.06   +1.03   -16.551  
   62.0       desr   -0.06   +1.03   -16.548  
   63.0       desr   -0.06   +1.03   -16.554  
   64.0       desr   -0.06   +1.03   -16.549  
   65.0       desr   -0.06   +1.03   -16.542  
   66.0       desr   -0.06   +1.03   -16.523  
   67.0       desr   -0.06   +1.03   -16.492  
   68.0       desr   -0.06   +1.03   -16.444  
   69.0       desr   -0.06   +1.03   -16.400  
   70.0       desr   -0.06   +1.03   -16.350  
   71.0       desr   -0.06   +1.03   -16.300  
   72.0       desr   -0.06   +1.03   -16.251  
   73.0       desr   -0.06   +1.03   -16.204  
   74.0       desr   -0.06   +1.03   -16.170  
   75.0       desr   -0.06   +1.03   -16.142  
   76.0       desr   -0.06   +1.03   -16.117  
   77.0       desr   -0.06   +1.03   -16.092  
   78.0       desr   -0.06   +1.03   -16.067  
   79.0       desr   -0.06   +1.03   -16.037  
   80.0       desr   -0.06   +1.03   -16.015  
  -15.0       desr   -0.04   +1.04   -16.241  
  -14.0       desr   -0.04   +1.04   -16.539  
  -13.0       desr   -0.04   +1.04   -16.856  
  -12.0       desr   -0.04   +1.04   -17.143  
  -11.0       desr   -0.04   +1.04   -17.417  
  -10.0       desr   -0.04   +1.04   -17.631  
   -9.0       desr   -0.04   +1.04   -17.820  
   -8.0       desr   -0.04   +1.04   -18.032  
   -7.0       desr   -0.04   +1.04   -18.261  
   -6.0       desr   -0.04   +1.04   -18.487  
   -5.0       desr   -0.04   +1.04   -18.667  
   -4.0       desr   -0.04   +1.04   -18.765  
   -3.0       desr   -0.04   +1.04   -18.776  
   -2.0       desr   -0.04   +1.04   -18.741  
   -1.0       desr   -0.04   +1.04   -18.667  
    0.0       desr   -0.04   +1.04   -18.616  
    1.0       desr   -0.04   +1.04   -18.614  
    2.0       desr   -0.04   +1.04   -18.551  
    3.0       desr   -0.04   +1.04   -18.447  
    4.0       desr   -0.04   +1.04   -18.381  
    5.0       desr   -0.04   +1.04   -18.349  
    6.0       desr   -0.04   +1.04   -18.337  
    7.0       desr   -0.04   +1.04   -18.323  
    8.0       desr   -0.04   +1.04   -18.278  
    9.0       desr   -0.04   +1.04   -18.191  
   10.0       desr   -0.04   +1.04   -18.130  
   11.0       desr   -0.04   +1.04   -18.098  
   12.0       desr   -0.04   +1.04   -18.080  
   13.0       desr   -0.04   +1.04   -18.116  
   14.0       desr   -0.04   +1.04   -18.191  
   15.0       desr   -0.04   +1.04   -18.248  
   16.0       desr   -0.04   +1.04   -18.279  
   17.0       desr   -0.04   +1.04   -18.337  
   18.0       desr   -0.04   +1.04   -18.404  
   19.0       desr   -0.04   +1.04   -18.448  
   20.0       desr   -0.04   +1.04   -18.475  
   21.0       desr   -0.04   +1.04   -18.499  
   22.0       desr   -0.04   +1.04   -18.530  
   23.0       desr   -0.04   +1.04   -18.560  
   24.0       desr   -0.04   +1.04   -18.602  
   25.0       desr   -0.04   +1.04   -18.633  
   26.0       desr   -0.04   +1.04   -18.661  
   27.0       desr   -0.04   +1.04   -18.671  
   28.0       desr   -0.04   +1.04   -18.664  
   29.0       desr   -0.04   +1.04   -18.647  
   30.0       desr   -0.04   +1.04   -18.624  
   31.0       desr   -0.04   +1.04   -18.586  
   32.0       desr   -0.04   +1.04   -18.522  
   33.0       desr   -0.04   +1.04   -18.446  
   34.0       desr   -0.04   +1.04   -18.359  
   35.0       desr   -0.04   +1.04   -18.270  
   36.0       desr   -0.04   +1.04   -18.192  
   37.0       desr   -0.04   +1.04   -18.123  
   38.0       desr   -0.04   +1.04   -18.055  
   39.0       desr   -0.04   +1.04   -17.983  
   40.0       desr   -0.04   +1.04   -17.897  
   41.0       desr   -0.04   +1.04   -17.810  
   42.0       desr   -0.04   +1.04   -17.728  
   43.0       desr   -0.04   +1.04   -17.652  
   44.0       desr   -0.04   +1.04   -17.576  
   45.0       desr   -0.04   +1.04   -17.491  
   46.0       desr   -0.04   +1.04   -17.391  
   47.0       desr   -0.04   +1.04   -17.282  
   48.0       desr   -0.04   +1.04   -17.173  
   49.0       desr   -0.04   +1.04   -17.071  
   50.0       desr   -0.04   +1.04   -16.980  
   51.0       desr   -0.04   +1.04   -16.886  
   52.0       desr   -0.04   +1.04   -16.770  
   53.0       desr   -0.04   +1.04   -16.654  
   54.0       desr   -0.04   +1.04   -16.603  
   55.0       desr   -0.04   +1.04   -16.568  
   56.0       desr   -0.04   +1.04   -16.539  
   57.0       desr   -0.04   +1.04   -16.513  
   58.0       desr   -0.04   +1.04   -16.483  
   59.0       desr   -0.04   +1.04   -16.486  
   60.0       desr   -0.04   +1.04   -16.500  
   61.0       desr   -0.04   +1.04   -16.523  
   62.0       desr   -0.04   +1.04   -16.523  
   63.0       desr   -0.04   +1.04   -16.527  
   64.0       desr   -0.04   +1.04   -16.523  
   65.0       desr   -0.04   +1.04   -16.517  
   66.0       desr   -0.04   +1.04   -16.501  
   67.0       desr   -0.04   +1.04   -16.470  
   68.0       desr   -0.04   +1.04   -16.423  
   69.0       desr   -0.04   +1.04   -16.376  
   70.0       desr   -0.04   +1.04   -16.327  
   71.0       desr   -0.04   +1.04   -16.277  
   72.0       desr   -0.04   +1.04   -16.226  
