  phase   passband   delta    dm15       mag  
    0.0       desr   +0.52   +1.35   -18.131  
    1.0       desr   +0.52   +1.35   -18.129  
    2.0       desr   +0.52   +1.35   -18.056  
    3.0       desr   +0.52   +1.35   -17.934  
    4.0       desr   +0.52   +1.35   -17.846  
    5.0       desr   +0.52   +1.35   -17.786  
    6.0       desr   +0.52   +1.35   -17.753  
    7.0       desr   +0.52   +1.35   -17.724  
    8.0       desr   +0.52   +1.35   -17.672  
    9.0       desr   +0.52   +1.35   -17.590  
   10.0       desr   +0.52   +1.35   -17.548  
   11.0       desr   +0.52   +1.35   -17.544  
   12.0       desr   +0.52   +1.35   -17.565  
   13.0       desr   +0.52   +1.35   -17.643  
   14.0       desr   +0.52   +1.35   -17.757  
   15.0       desr   +0.52   +1.35   -17.842  
   16.0       desr   +0.52   +1.35   -17.890  
   17.0       desr   +0.52   +1.35   -17.950  
   18.0       desr   +0.52   +1.35   -18.006  
   19.0       desr   +0.52   +1.35   -18.028  
   20.0       desr   +0.52   +1.35   -18.023  
   21.0       desr   +0.52   +1.35   -18.013  
   22.0       desr   +0.52   +1.35   -18.009  
   23.0       desr   +0.52   +1.35   -18.010  
   24.0       desr   +0.52   +1.35   -18.030  
   25.0       desr   +0.52   +1.35   -18.044  
   26.0       desr   +0.52   +1.35   -18.057  
   27.0       desr   +0.52   +1.35   -18.060  
   28.0       desr   +0.52   +1.35   -18.053  
   29.0       desr   +0.52   +1.35   -18.048  
   30.0       desr   +0.52   +1.35   -18.048  
   31.0       desr   +0.52   +1.35   -18.040  
   32.0       desr   +0.52   +1.35   -18.008  
   33.0       desr   +0.52   +1.35   -17.960  
   34.0       desr   +0.52   +1.35   -17.891  
   35.0       desr   +0.52   +1.35   -17.806  
   36.0       desr   +0.52   +1.35   -17.711  
   37.0       desr   +0.52   +1.35   -17.603  
   38.0       desr   +0.52   +1.35   -17.479  
   39.0       desr   +0.52   +1.35   -17.343  
   40.0       desr   +0.52   +1.35   -17.196  
   41.0       desr   +0.52   +1.35   -17.060  
   42.0       desr   +0.52   +1.35   -16.944  
   43.0       desr   +0.52   +1.35   -16.847  
   44.0       desr   +0.52   +1.35   -16.767  
   45.0       desr   +0.52   +1.35   -16.691  
   46.0       desr   +0.52   +1.35   -16.610  
   47.0       desr   +0.52   +1.35   -16.529  
   48.0       desr   +0.52   +1.35   -16.451  
   49.0       desr   +0.52   +1.35   -16.384  
   50.0       desr   +0.52   +1.35   -16.325  
   51.0       desr   +0.52   +1.35   -16.259  
   52.0       desr   +0.52   +1.35   -16.170  
   53.0       desr   +0.52   +1.35   -16.076  
   54.0       desr   +0.52   +1.35   -16.039  
   55.0       desr   +0.52   +1.35   -16.005  
   56.0       desr   +0.52   +1.35   -15.963  
   57.0       desr   +0.52   +1.35   -15.922  
   58.0       desr   +0.52   +1.35   -15.878  
   59.0       desr   +0.52   +1.35   -15.863  
   60.0       desr   +0.52   +1.35   -15.870  
   61.0       desr   +0.52   +1.35   -15.894  
   62.0       desr   +0.52   +1.35   -15.901  
   63.0       desr   +0.52   +1.35   -15.917  
   64.0       desr   +0.52   +1.35   -15.933  
   65.0       desr   +0.52   +1.35   -15.954  
   66.0       desr   +0.52   +1.35   -15.958  
   67.0       desr   +0.52   +1.35   -15.941  
   68.0       desr   +0.52   +1.35   -15.902  
   69.0       desr   +0.52   +1.35   -15.859  
   70.0       desr   +0.52   +1.35   -15.809  
   71.0       desr   +0.52   +1.35   -15.758  
   72.0       desr   +0.52   +1.35   -15.715  
   73.0       desr   +0.52   +1.35   -15.681  
   74.0       desr   +0.52   +1.35   -15.665  
   75.0       desr   +0.52   +1.35   -15.658  
   76.0       desr   +0.52   +1.35   -15.655  
   77.0       desr   +0.52   +1.35   -15.652  
   78.0       desr   +0.52   +1.35   -15.646  
   79.0       desr   +0.52   +1.35   -15.631  
   80.0       desr   +0.52   +1.35   -15.621  
  -15.0       desr   +0.54   +1.36   -14.991  
  -14.0       desr   +0.54   +1.36   -15.537  
  -13.0       desr   +0.54   +1.36   -16.063  
  -12.0       desr   +0.54   +1.36   -16.501  
  -11.0       desr   +0.54   +1.36   -16.825  
  -10.0       desr   +0.54   +1.36   -17.041  
   -9.0       desr   +0.54   +1.36   -17.207  
   -8.0       desr   +0.54   +1.36   -17.426  
   -7.0       desr   +0.54   +1.36   -17.661  
   -6.0       desr   +0.54   +1.36   -17.899  
   -5.0       desr   +0.54   +1.36   -18.099  
   -4.0       desr   +0.54   +1.36   -18.218  
   -3.0       desr   +0.54   +1.36   -18.243  
   -2.0       desr   +0.54   +1.36   -18.220  
   -1.0       desr   +0.54   +1.36   -18.158  
    0.0       desr   +0.54   +1.36   -18.114  
    1.0       desr   +0.54   +1.36   -18.113  
    2.0       desr   +0.54   +1.36   -18.042  
    3.0       desr   +0.54   +1.36   -17.920  
    4.0       desr   +0.54   +1.36   -17.832  
    5.0       desr   +0.54   +1.36   -17.772  
    6.0       desr   +0.54   +1.36   -17.739  
    7.0       desr   +0.54   +1.36   -17.710  
    8.0       desr   +0.54   +1.36   -17.658  
    9.0       desr   +0.54   +1.36   -17.577  
   10.0       desr   +0.54   +1.36   -17.535  
   11.0       desr   +0.54   +1.36   -17.532  
   12.0       desr   +0.54   +1.36   -17.554  
   13.0       desr   +0.54   +1.36   -17.633  
   14.0       desr   +0.54   +1.36   -17.748  
   15.0       desr   +0.54   +1.36   -17.833  
   16.0       desr   +0.54   +1.36   -17.881  
   17.0       desr   +0.54   +1.36   -17.941  
   18.0       desr   +0.54   +1.36   -17.995  
   19.0       desr   +0.54   +1.36   -18.016  
   20.0       desr   +0.54   +1.36   -18.011  
   21.0       desr   +0.54   +1.36   -17.998  
   22.0       desr   +0.54   +1.36   -17.994  
   23.0       desr   +0.54   +1.36   -17.993  
   24.0       desr   +0.54   +1.36   -18.012  
   25.0       desr   +0.54   +1.36   -18.024  
   26.0       desr   +0.54   +1.36   -18.037  
   27.0       desr   +0.54   +1.36   -18.038  
   28.0       desr   +0.54   +1.36   -18.031  
   29.0       desr   +0.54   +1.36   -18.025  
   30.0       desr   +0.54   +1.36   -18.024  
   31.0       desr   +0.54   +1.36   -18.017  
   32.0       desr   +0.54   +1.36   -17.985  
   33.0       desr   +0.54   +1.36   -17.938  
   34.0       desr   +0.54   +1.36   -17.870  
   35.0       desr   +0.54   +1.36   -17.784  
   36.0       desr   +0.54   +1.36   -17.689  
   37.0       desr   +0.54   +1.36   -17.581  
   38.0       desr   +0.54   +1.36   -17.456  
   39.0       desr   +0.54   +1.36   -17.319  
   40.0       desr   +0.54   +1.36   -17.171  
   41.0       desr   +0.54   +1.36   -17.035  
   42.0       desr   +0.54   +1.36   -16.918  
   43.0       desr   +0.54   +1.36   -16.821  
   44.0       desr   +0.54   +1.36   -16.741  
   45.0       desr   +0.54   +1.36   -16.667  
   46.0       desr   +0.54   +1.36   -16.587  
   47.0       desr   +0.54   +1.36   -16.506  
   48.0       desr   +0.54   +1.36   -16.429  
   49.0       desr   +0.54   +1.36   -16.364  
   50.0       desr   +0.54   +1.36   -16.305  
   51.0       desr   +0.54   +1.36   -16.240  
   52.0       desr   +0.54   +1.36   -16.152  
   53.0       desr   +0.54   +1.36   -16.059  
   54.0       desr   +0.54   +1.36   -16.023  
   55.0       desr   +0.54   +1.36   -15.991  
   56.0       desr   +0.54   +1.36   -15.948  
   57.0       desr   +0.54   +1.36   -15.907  
   58.0       desr   +0.54   +1.36   -15.862  
   59.0       desr   +0.54   +1.36   -15.847  
   60.0       desr   +0.54   +1.36   -15.854  
   61.0       desr   +0.54   +1.36   -15.877  
   62.0       desr   +0.54   +1.36   -15.884  
   63.0       desr   +0.54   +1.36   -15.900  
   64.0       desr   +0.54   +1.36   -15.917  
   65.0       desr   +0.54   +1.36   -15.938  
   66.0       desr   +0.54   +1.36   -15.943  
   67.0       desr   +0.54   +1.36   -15.926  
   68.0       desr   +0.54   +1.36   -15.888  
   69.0       desr   +0.54   +1.36   -15.844  
   70.0       desr   +0.54   +1.36   -15.794  
   71.0       desr   +0.54   +1.36   -15.743  
   72.0       desr   +0.54   +1.36   -15.700  
   73.0       desr   +0.54   +1.36   -15.667  
   74.0       desr   +0.54   +1.36   -15.651  
   75.0       desr   +0.54   +1.36   -15.644  
   76.0       desr   +0.54   +1.36   -15.642  
   77.0       desr   +0.54   +1.36   -15.639  
   78.0       desr   +0.54   +1.36   -15.634  
   79.0       desr   +0.54   +1.36   -15.618  
   80.0       desr   +0.54   +1.36   -15.609  
  -15.0       desr   +0.56   +1.37   -14.930  
  -14.0       desr   +0.56   +1.37   -15.487  
  -13.0       desr   +0.56   +1.37   -16.023  
  -12.0       desr   +0.56   +1.37   -16.471  
  -11.0       desr   +0.56   +1.37   -16.799  
  -10.0       desr   +0.56   +1.37   -17.017  
   -9.0       desr   +0.56   +1.37   -17.182  
   -8.0       desr   +0.56   +1.37   -17.401  
   -7.0       desr   +0.56   +1.37   -17.636  
   -6.0       desr   +0.56   +1.37   -17.875  
   -5.0       desr   +0.56   +1.37   -18.076  
   -4.0       desr   +0.56   +1.37   -18.196  
   -3.0       desr   +0.56   +1.37   -18.222  
   -2.0       desr   +0.56   +1.37   -18.200  
   -1.0       desr   +0.56   +1.37   -18.140  
    0.0       desr   +0.56   +1.37   -18.098  
    1.0       desr   +0.56   +1.37   -18.097  
    2.0       desr   +0.56   +1.37   -18.027  
    3.0       desr   +0.56   +1.37   -17.906  
    4.0       desr   +0.56   +1.37   -17.819  
    5.0       desr   +0.56   +1.37   -17.759  
    6.0       desr   +0.56   +1.37   -17.726  
    7.0       desr   +0.56   +1.37   -17.697  
    8.0       desr   +0.56   +1.37   -17.645  
    9.0       desr   +0.56   +1.37   -17.564  
   10.0       desr   +0.56   +1.37   -17.523  
   11.0       desr   +0.56   +1.37   -17.521  
   12.0       desr   +0.56   +1.37   -17.543  
   13.0       desr   +0.56   +1.37   -17.624  
   14.0       desr   +0.56   +1.37   -17.739  
   15.0       desr   +0.56   +1.37   -17.824  
   16.0       desr   +0.56   +1.37   -17.872  
   17.0       desr   +0.56   +1.37   -17.932  
   18.0       desr   +0.56   +1.37   -17.986  
   19.0       desr   +0.56   +1.37   -18.005  
   20.0       desr   +0.56   +1.37   -17.998  
   21.0       desr   +0.56   +1.37   -17.985  
   22.0       desr   +0.56   +1.37   -17.979  
   23.0       desr   +0.56   +1.37   -17.976  
   24.0       desr   +0.56   +1.37   -17.993  
   25.0       desr   +0.56   +1.37   -18.005  
   26.0       desr   +0.56   +1.37   -18.016  
   27.0       desr   +0.56   +1.37   -18.016  
   28.0       desr   +0.56   +1.37   -18.007  
   29.0       desr   +0.56   +1.37   -18.001  
   30.0       desr   +0.56   +1.37   -18.000  
   31.0       desr   +0.56   +1.37   -17.993  
   32.0       desr   +0.56   +1.37   -17.962  
   33.0       desr   +0.56   +1.37   -17.915  
   34.0       desr   +0.56   +1.37   -17.848  
   35.0       desr   +0.56   +1.37   -17.763  
   36.0       desr   +0.56   +1.37   -17.668  
   37.0       desr   +0.56   +1.37   -17.559  
   38.0       desr   +0.56   +1.37   -17.433  
   39.0       desr   +0.56   +1.37   -17.295  
   40.0       desr   +0.56   +1.37   -17.146  
   41.0       desr   +0.56   +1.37   -17.009  
   42.0       desr   +0.56   +1.37   -16.892  
   43.0       desr   +0.56   +1.37   -16.796  
   44.0       desr   +0.56   +1.37   -16.716  
   45.0       desr   +0.56   +1.37   -16.642  
   46.0       desr   +0.56   +1.37   -16.563  
   47.0       desr   +0.56   +1.37   -16.484  
   48.0       desr   +0.56   +1.37   -16.408  
   49.0       desr   +0.56   +1.37   -16.343  
   50.0       desr   +0.56   +1.37   -16.286  
   51.0       desr   +0.56   +1.37   -16.222  
   52.0       desr   +0.56   +1.37   -16.135  
   53.0       desr   +0.56   +1.37   -16.043  
   54.0       desr   +0.56   +1.37   -16.007  
   55.0       desr   +0.56   +1.37   -15.973  
   56.0       desr   +0.56   +1.37   -15.933  
   57.0       desr   +0.56   +1.37   -15.892  
   58.0       desr   +0.56   +1.37   -15.845  
   59.0       desr   +0.56   +1.37   -15.831  
   60.0       desr   +0.56   +1.37   -15.838  
   61.0       desr   +0.56   +1.37   -15.861  
   62.0       desr   +0.56   +1.37   -15.868  
   63.0       desr   +0.56   +1.37   -15.884  
   64.0       desr   +0.56   +1.37   -15.901  
   65.0       desr   +0.56   +1.37   -15.923  
   66.0       desr   +0.56   +1.37   -15.928  
   67.0       desr   +0.56   +1.37   -15.911  
   68.0       desr   +0.56   +1.37   -15.873  
   69.0       desr   +0.56   +1.37   -15.829  
   70.0       desr   +0.56   +1.37   -15.780  
   71.0       desr   +0.56   +1.37   -15.728  
   72.0       desr   +0.56   +1.37   -15.686  
   73.0       desr   +0.56   +1.37   -15.652  
   74.0       desr   +0.56   +1.37   -15.637  
   75.0       desr   +0.56   +1.37   -15.631  
   76.0       desr   +0.56   +1.37   -15.629  
   77.0       desr   +0.56   +1.37   -15.627  
   78.0       desr   +0.56   +1.37   -15.621  
   79.0       desr   +0.56   +1.37   -15.606  
   80.0       desr   +0.56   +1.37   -15.596  
  -15.0       desr   +0.58   +1.39   -14.867  
  -14.0       desr   +0.58   +1.39   -15.435  
  -13.0       desr   +0.58   +1.39   -15.981  
  -12.0       desr   +0.58   +1.39   -16.440  
  -11.0       desr   +0.58   +1.39   -16.773  
  -10.0       desr   +0.58   +1.39   -16.992  
   -9.0       desr   +0.58   +1.39   -17.156  
   -8.0       desr   +0.58   +1.39   -17.375  
   -7.0       desr   +0.58   +1.39   -17.611  
   -6.0       desr   +0.58   +1.39   -17.851  
   -5.0       desr   +0.58   +1.39   -18.053  
   -4.0       desr   +0.58   +1.39   -18.173  
   -3.0       desr   +0.58   +1.39   -18.201  
   -2.0       desr   +0.58   +1.39   -18.181  
   -1.0       desr   +0.58   +1.39   -18.122  
    0.0       desr   +0.58   +1.39   -18.081  
    1.0       desr   +0.58   +1.39   -18.082  
    2.0       desr   +0.58   +1.39   -18.013  
    3.0       desr   +0.58   +1.39   -17.892  
    4.0       desr   +0.58   +1.39   -17.806  
    5.0       desr   +0.58   +1.39   -17.746  
    6.0       desr   +0.58   +1.39   -17.713  
    7.0       desr   +0.58   +1.39   -17.684  
    8.0       desr   +0.58   +1.39   -17.632  
    9.0       desr   +0.58   +1.39   -17.551  
   10.0       desr   +0.58   +1.39   -17.511  
   11.0       desr   +0.58   +1.39   -17.510  
   12.0       desr   +0.58   +1.39   -17.533  
   13.0       desr   +0.58   +1.39   -17.615  
   14.0       desr   +0.58   +1.39   -17.730  
   15.0       desr   +0.58   +1.39   -17.816  
   16.0       desr   +0.58   +1.39   -17.864  
   17.0       desr   +0.58   +1.39   -17.923  
   18.0       desr   +0.58   +1.39   -17.976  
   19.0       desr   +0.58   +1.39   -17.995  
   20.0       desr   +0.58   +1.39   -17.986  
   21.0       desr   +0.58   +1.39   -17.971  
   22.0       desr   +0.58   +1.39   -17.963  
   23.0       desr   +0.58   +1.39   -17.960  
   24.0       desr   +0.58   +1.39   -17.975  
   25.0       desr   +0.58   +1.39   -17.985  
   26.0       desr   +0.58   +1.39   -17.995  
   27.0       desr   +0.58   +1.39   -17.994  
   28.0       desr   +0.58   +1.39   -17.984  
   29.0       desr   +0.58   +1.39   -17.977  
   30.0       desr   +0.58   +1.39   -17.976  
   31.0       desr   +0.58   +1.39   -17.969  
   32.0       desr   +0.58   +1.39   -17.938  
   33.0       desr   +0.58   +1.39   -17.892  
   34.0       desr   +0.58   +1.39   -17.826  
   35.0       desr   +0.58   +1.39   -17.741  
   36.0       desr   +0.58   +1.39   -17.646  
   37.0       desr   +0.58   +1.39   -17.536  
   38.0       desr   +0.58   +1.39   -17.410  
   39.0       desr   +0.58   +1.39   -17.271  
   40.0       desr   +0.58   +1.39   -17.121  
   41.0       desr   +0.58   +1.39   -16.983  
   42.0       desr   +0.58   +1.39   -16.866  
   43.0       desr   +0.58   +1.39   -16.770  
   44.0       desr   +0.58   +1.39   -16.691  
   45.0       desr   +0.58   +1.39   -16.618  
   46.0       desr   +0.58   +1.39   -16.540  
   47.0       desr   +0.58   +1.39   -16.461  
   48.0       desr   +0.58   +1.39   -16.387  
   49.0       desr   +0.58   +1.39   -16.323  
   50.0       desr   +0.58   +1.39   -16.267  
   51.0       desr   +0.58   +1.39   -16.203  
   52.0       desr   +0.58   +1.39   -16.118  
   53.0       desr   +0.58   +1.39   -16.027  
   54.0       desr   +0.58   +1.39   -15.991  
   55.0       desr   +0.58   +1.39   -15.956  
   56.0       desr   +0.58   +1.39   -15.918  
   57.0       desr   +0.58   +1.39   -15.877  
   58.0       desr   +0.58   +1.39   -15.829  
   59.0       desr   +0.58   +1.39   -15.816  
   60.0       desr   +0.58   +1.39   -15.822  
   61.0       desr   +0.58   +1.39   -15.845  
   62.0       desr   +0.58   +1.39   -15.852  
   63.0       desr   +0.58   +1.39   -15.868  
   64.0       desr   +0.58   +1.39   -15.887  
   65.0       desr   +0.58   +1.39   -15.908  
   66.0       desr   +0.58   +1.39   -15.913  
   67.0       desr   +0.58   +1.39   -15.897  
   68.0       desr   +0.58   +1.39   -15.859  
   69.0       desr   +0.58   +1.39   -15.815  
   70.0       desr   +0.58   +1.39   -15.765  
   71.0       desr   +0.58   +1.39   -15.714  
   72.0       desr   +0.58   +1.39   -15.671  
   73.0       desr   +0.58   +1.39   -15.638  
   74.0       desr   +0.58   +1.39   -15.623  
   75.0       desr   +0.58   +1.39   -15.617  
   76.0       desr   +0.58   +1.39   -15.616  
   77.0       desr   +0.58   +1.39   -15.614  
   78.0       desr   +0.58   +1.39   -15.608  
   79.0       desr   +0.58   +1.39   -15.593  
   80.0       desr   +0.58   +1.39   -15.584  
  -15.0       desr   +0.60   +1.40   -14.803  
  -14.0       desr   +0.60   +1.40   -15.382  
  -13.0       desr   +0.60   +1.40   -15.939  
  -12.0       desr   +0.60   +1.40   -16.408  
  -11.0       desr   +0.60   +1.40   -16.747  
  -10.0       desr   +0.60   +1.40   -16.967  
   -9.0       desr   +0.60   +1.40   -17.130  
   -8.0       desr   +0.60   +1.40   -17.349  
   -7.0       desr   +0.60   +1.40   -17.585  
   -6.0       desr   +0.60   +1.40   -17.826  
   -5.0       desr   +0.60   +1.40   -18.029  
   -4.0       desr   +0.60   +1.40   -18.151  
   -3.0       desr   +0.60   +1.40   -18.180  
   -2.0       desr   +0.60   +1.40   -18.161  
   -1.0       desr   +0.60   +1.40   -18.104  
    0.0       desr   +0.60   +1.40   -18.064  
    1.0       desr   +0.60   +1.40   -18.067  
    2.0       desr   +0.60   +1.40   -17.999  
    3.0       desr   +0.60   +1.40   -17.879  
    4.0       desr   +0.60   +1.40   -17.793  
    5.0       desr   +0.60   +1.40   -17.734  
    6.0       desr   +0.60   +1.40   -17.701  
    7.0       desr   +0.60   +1.40   -17.672  
    8.0       desr   +0.60   +1.40   -17.620  
    9.0       desr   +0.60   +1.40   -17.540  
   10.0       desr   +0.60   +1.40   -17.500  
   11.0       desr   +0.60   +1.40   -17.499  
   12.0       desr   +0.60   +1.40   -17.524  
   13.0       desr   +0.60   +1.40   -17.606  
   14.0       desr   +0.60   +1.40   -17.722  
   15.0       desr   +0.60   +1.40   -17.808  
   16.0       desr   +0.60   +1.40   -17.856  
   17.0       desr   +0.60   +1.40   -17.915  
   18.0       desr   +0.60   +1.40   -17.967  
   19.0       desr   +0.60   +1.40   -17.984  
   20.0       desr   +0.60   +1.40   -17.974  
   21.0       desr   +0.60   +1.40   -17.957  
   22.0       desr   +0.60   +1.40   -17.949  
   23.0       desr   +0.60   +1.40   -17.943  
   24.0       desr   +0.60   +1.40   -17.957  
   25.0       desr   +0.60   +1.40   -17.966  
   26.0       desr   +0.60   +1.40   -17.974  
   27.0       desr   +0.60   +1.40   -17.971  
   28.0       desr   +0.60   +1.40   -17.961  
   29.0       desr   +0.60   +1.40   -17.953  
   30.0       desr   +0.60   +1.40   -17.952  
   31.0       desr   +0.60   +1.40   -17.945  
   32.0       desr   +0.60   +1.40   -17.915  
   33.0       desr   +0.60   +1.40   -17.869  
   34.0       desr   +0.60   +1.40   -17.803  
   35.0       desr   +0.60   +1.40   -17.719  
   36.0       desr   +0.60   +1.40   -17.624  
   37.0       desr   +0.60   +1.40   -17.514  
   38.0       desr   +0.60   +1.40   -17.386  
   39.0       desr   +0.60   +1.40   -17.246  
   40.0       desr   +0.60   +1.40   -17.096  
   41.0       desr   +0.60   +1.40   -16.958  
   42.0       desr   +0.60   +1.40   -16.841  
   43.0       desr   +0.60   +1.40   -16.745  
   44.0       desr   +0.60   +1.40   -16.666  
   45.0       desr   +0.60   +1.40   -16.594  
   46.0       desr   +0.60   +1.40   -16.517  
   47.0       desr   +0.60   +1.40   -16.440  
   48.0       desr   +0.60   +1.40   -16.366  
   49.0       desr   +0.60   +1.40   -16.303  
   50.0       desr   +0.60   +1.40   -16.248  
   51.0       desr   +0.60   +1.40   -16.186  
   52.0       desr   +0.60   +1.40   -16.101  
   53.0       desr   +0.60   +1.40   -16.011  
   54.0       desr   +0.60   +1.40   -15.976  
   55.0       desr   +0.60   +1.40   -15.941  
   56.0       desr   +0.60   +1.40   -15.904  
   57.0       desr   +0.60   +1.40   -15.863  
   58.0       desr   +0.60   +1.40   -15.814  
   59.0       desr   +0.60   +1.40   -15.801  
   60.0       desr   +0.60   +1.40   -15.807  
   61.0       desr   +0.60   +1.40   -15.830  
   62.0       desr   +0.60   +1.40   -15.836  
   63.0       desr   +0.60   +1.40   -15.852  
   64.0       desr   +0.60   +1.40   -15.875  
   65.0       desr   +0.60   +1.40   -15.894  
   66.0       desr   +0.60   +1.40   -15.899  
   67.0       desr   +0.60   +1.40   -15.883  
   68.0       desr   +0.60   +1.40   -15.845  
   69.0       desr   +0.60   +1.40   -15.801  
   70.0       desr   +0.60   +1.40   -15.751  
   71.0       desr   +0.60   +1.40   -15.699  
   72.0       desr   +0.60   +1.40   -15.657  
   73.0       desr   +0.60   +1.40   -15.623  
   74.0       desr   +0.60   +1.40   -15.609  
   75.0       desr   +0.60   +1.40   -15.604  
   76.0       desr   +0.60   +1.40   -15.603  
   77.0       desr   +0.60   +1.40   -15.601  
   78.0       desr   +0.60   +1.40   -15.596  
   79.0       desr   +0.60   +1.40   -15.581  
   80.0       desr   +0.60   +1.40   -15.571  
  -15.0       desr   +0.62   +1.41   -14.739  
  -14.0       desr   +0.62   +1.41   -15.328  
  -13.0       desr   +0.62   +1.41   -15.897  
  -12.0       desr   +0.62   +1.41   -16.376  
  -11.0       desr   +0.62   +1.41   -16.720  
  -10.0       desr   +0.62   +1.41   -16.942  
   -9.0       desr   +0.62   +1.41   -17.104  
   -8.0       desr   +0.62   +1.41   -17.323  
   -7.0       desr   +0.62   +1.41   -17.560  
   -6.0       desr   +0.62   +1.41   -17.801  
   -5.0       desr   +0.62   +1.41   -18.005  
   -4.0       desr   +0.62   +1.41   -18.128  
   -3.0       desr   +0.62   +1.41   -18.159  
   -2.0       desr   +0.62   +1.41   -18.141  
   -1.0       desr   +0.62   +1.41   -18.086  
    0.0       desr   +0.62   +1.41   -18.048  
    1.0       desr   +0.62   +1.41   -18.051  
    2.0       desr   +0.62   +1.41   -17.985  
    3.0       desr   +0.62   +1.41   -17.866  
    4.0       desr   +0.62   +1.41   -17.781  
    5.0       desr   +0.62   +1.41   -17.722  
    6.0       desr   +0.62   +1.41   -17.689  
    7.0       desr   +0.62   +1.41   -17.660  
    8.0       desr   +0.62   +1.41   -17.609  
    9.0       desr   +0.62   +1.41   -17.529  
   10.0       desr   +0.62   +1.41   -17.490  
   11.0       desr   +0.62   +1.41   -17.489  
   12.0       desr   +0.62   +1.41   -17.515  
   13.0       desr   +0.62   +1.41   -17.598  
   14.0       desr   +0.62   +1.41   -17.715  
   15.0       desr   +0.62   +1.41   -17.801  
   16.0       desr   +0.62   +1.41   -17.849  
   17.0       desr   +0.62   +1.41   -17.907  
   18.0       desr   +0.62   +1.41   -17.959  
   19.0       desr   +0.62   +1.41   -17.974  
   20.0       desr   +0.62   +1.41   -17.962  
   21.0       desr   +0.62   +1.41   -17.944  
   22.0       desr   +0.62   +1.41   -17.934  
   23.0       desr   +0.62   +1.41   -17.927  
   24.0       desr   +0.62   +1.41   -17.940  
   25.0       desr   +0.62   +1.41   -17.947  
   26.0       desr   +0.62   +1.41   -17.954  
   27.0       desr   +0.62   +1.41   -17.949  
   28.0       desr   +0.62   +1.41   -17.938  
   29.0       desr   +0.62   +1.41   -17.929  
   30.0       desr   +0.62   +1.41   -17.927  
   31.0       desr   +0.62   +1.41   -17.921  
   32.0       desr   +0.62   +1.41   -17.891  
   33.0       desr   +0.62   +1.41   -17.846  
   34.0       desr   +0.62   +1.41   -17.780  
   35.0       desr   +0.62   +1.41   -17.697  
   36.0       desr   +0.62   +1.41   -17.602  
   37.0       desr   +0.62   +1.41   -17.491  
   38.0       desr   +0.62   +1.41   -17.363  
   39.0       desr   +0.62   +1.41   -17.222  
   40.0       desr   +0.62   +1.41   -17.071  
   41.0       desr   +0.62   +1.41   -16.932  
   42.0       desr   +0.62   +1.41   -16.815  
   43.0       desr   +0.62   +1.41   -16.720  
   44.0       desr   +0.62   +1.41   -16.642  
   45.0       desr   +0.62   +1.41   -16.570  
   46.0       desr   +0.62   +1.41   -16.494  
   47.0       desr   +0.62   +1.41   -16.416  
   48.0       desr   +0.62   +1.41   -16.345  
   49.0       desr   +0.62   +1.41   -16.284  
   50.0       desr   +0.62   +1.41   -16.229  
   51.0       desr   +0.62   +1.41   -16.168  
   52.0       desr   +0.62   +1.41   -16.085  
   53.0       desr   +0.62   +1.41   -15.995  
   54.0       desr   +0.62   +1.41   -15.961  
   55.0       desr   +0.62   +1.41   -15.928  
   56.0       desr   +0.62   +1.41   -15.891  
   57.0       desr   +0.62   +1.41   -15.849  
   58.0       desr   +0.62   +1.41   -15.800  
   59.0       desr   +0.62   +1.41   -15.787  
   60.0       desr   +0.62   +1.41   -15.792  
   61.0       desr   +0.62   +1.41   -15.815  
   62.0       desr   +0.62   +1.41   -15.821  
   63.0       desr   +0.62   +1.41   -15.840  
   64.0       desr   +0.62   +1.41   -15.860  
   65.0       desr   +0.62   +1.41   -15.879  
   66.0       desr   +0.62   +1.41   -15.885  
   67.0       desr   +0.62   +1.41   -15.870  
   68.0       desr   +0.62   +1.41   -15.832  
   69.0       desr   +0.62   +1.41   -15.788  
   70.0       desr   +0.62   +1.41   -15.737  
   71.0       desr   +0.62   +1.41   -15.685  
   72.0       desr   +0.62   +1.41   -15.643  
   73.0       desr   +0.62   +1.41   -15.610  
   74.0       desr   +0.62   +1.41   -15.595  
   75.0       desr   +0.62   +1.41   -15.590  
   76.0       desr   +0.62   +1.41   -15.590  
   77.0       desr   +0.62   +1.41   -15.589  
   78.0       desr   +0.62   +1.41   -15.584  
   79.0       desr   +0.62   +1.41   -15.569  
   80.0       desr   +0.62   +1.41   -15.559  
  -15.0       desr   +0.64   +1.42   -14.673  
  -14.0       desr   +0.64   +1.42   -15.273  
  -13.0       desr   +0.64   +1.42   -15.853  
  -12.0       desr   +0.64   +1.42   -16.343  
  -11.0       desr   +0.64   +1.42   -16.693  
  -10.0       desr   +0.64   +1.42   -16.916  
   -9.0       desr   +0.64   +1.42   -17.078  
   -8.0       desr   +0.64   +1.42   -17.297  
   -7.0       desr   +0.64   +1.42   -17.534  
   -6.0       desr   +0.64   +1.42   -17.776  
   -5.0       desr   +0.64   +1.42   -17.981  
   -4.0       desr   +0.64   +1.42   -18.105  
   -3.0       desr   +0.64   +1.42   -18.137  
   -2.0       desr   +0.64   +1.42   -18.121  
   -1.0       desr   +0.64   +1.42   -18.068  
    0.0       desr   +0.64   +1.42   -18.031  
    1.0       desr   +0.64   +1.42   -18.036  
