event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN1993J,49076.00,10.8000,,,B,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49076.00,10.7500,,,V,,,"1995A&AS..110..513B,SUSPECT"
SN1993J,49076.2,10.71,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49076.2,10.65,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49076.2,10.69,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49076.89,10.77,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49076.89,10.78,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49076.89,10.51,,,I,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49076.89,10.6,,,R,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49076.89,9.91,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49076.89,9.95,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49076.89,10.7,,,V,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.0,10.8,,,B,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.0,10.75,,,V,,,"1995A&AS..110..513B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.06,10.85,,,B,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.06,10.55,,,I,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.06,10.64,,,R,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.06,9.98,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.06,10.02,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.06,10.76,,,V,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.1,10.6,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.1,10.64,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.16,10.9,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.16,10.59,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.16,10.7,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.16,10.8,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.2,10.91,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.2,10.93,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.2,10.57,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.2,10.61,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.2,10.7,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.2,10.73,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.2,10.8,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.2,10.82,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.98,11.21,,,B,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.98,10.66,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.98,10.69,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.98,10.82,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.98,10.83,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.98,10.53,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.98,10.55,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.98,11.02,,,V,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49077.98,11.04,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.5,11.49,,,B,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.5,10.74,,,I,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.5,10.98,,,R,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.5,11.21,,,V,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.66,11.22,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.9,11.56,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.9,11.57,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.9,10.82,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.9,10.84,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.9,11.05,,,R,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.9,11.04,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.9,11.05,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49078.9,11.3,,,V,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.08,11.66,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.08,10.88,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.08,11.06,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.08,11.11,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.08,11.36,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.2,11.75,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.2,11.1,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.2,11.2,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.2,11.38,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.49,11.5,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.51,11.83,,,B,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.51,10.94,,,I,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.51,11.21,,,R,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.51,11.48,,,V,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.99,11.91,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.99,11.93,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.99,11.03,,,I,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.99,11.3,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.99,11.32,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.99,11.46,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.99,11.48,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.99,11.6,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49079.99,11.62,,,V,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.16,11.93,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.16,11.99,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.16,10.97,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.16,11.03,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.16,11.26,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.16,11.3,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.16,11.57,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.16,11.64,,,V,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.16,11.65,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.2,12.02,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.2,11.06,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.2,11.08,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.2,11.36,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.2,11.44,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.2,11.16,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.2,11.43,,,U,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.2,11.67,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.2,11.68,,,V,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.53,12.25,,,B,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.53,11.14,,,I,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.53,11.42,,,R,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.53,11.76,,,V,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.56,11.76,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.9,12.12,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.9,12.14,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.9,11.17,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.9,11.19,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.9,11.41,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.9,11.43,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.9,11.68,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.9,11.76,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49080.9,11.79,,,V,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,12.19,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,12.23,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,11.21,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,11.23,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,11.47,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,11.5,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,11.78,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,11.8,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,11.81,,,V,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.09,11.86,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.78,12.12,,,B,,,"1995PAZh...21..670M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.95,12.28,,,B,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.95,11.26,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.95,11.27,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.95,11.5,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.95,11.52,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.95,11.85,,,U,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49081.95,11.9,,,V,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.08,12.28,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.08,12.29,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.08,11.27,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.08,11.28,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.08,11.5,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.08,11.51,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.08,11.88,,,U,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.08,11.91,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.08,11.92,,,V,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.17,12.25,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.17,11.27,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.17,11.53,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.17,11.87,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.19,12.31,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.19,11.27,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.19,11.53,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.19,11.9,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.24,12.26,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.24,11.27,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.24,11.51,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.24,11.9,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.27,12.27,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.27,11.28,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.27,11.55,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.27,11.91,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.31,12.28,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.31,11.29,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.31,11.55,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.31,11.9,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.33,12.26,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.33,11.29,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.33,11.53,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.33,11.88,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.34,12.25,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.34,11.29,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.34,11.53,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.34,11.88,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.35,12.23,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.35,11.27,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.35,11.51,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.35,11.86,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.49,11.88,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.54,12.31,,,B,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.54,11.26,,,I,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.54,11.48,,,R,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.54,11.85,,,V,,,"1993PASJ...45L..59V,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.61,11.89,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.66,11.98,,,V,,,"1993PASJ...45L..63O,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.91,12.26,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.91,12.27,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.91,11.23,,,I,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.91,11.45,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.91,11.47,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.91,11.93,,,U,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.91,11.84,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.91,11.86,,,V,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.97,12.25,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.97,12.27,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.97,11.23,,,I,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.97,11.26,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.97,11.44,,,R,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.97,11.45,,,R,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.97,11.94,,,U,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49082.97,11.88,,,V,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.0,12.26,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.0,11.26,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.0,11.48,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.0,11.84,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.02,12.25,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.02,11.28,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.02,11.5,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.02,11.86,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,12.24,,,B,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,12.26,,,B,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,12.27,,,B,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.22,,,I,,,"1994supe.conf...27L,1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.24,,,I,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.25,,,I,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.45,,,R,,,"1994AJ....107.1022R,1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.47,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.48,,,R,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.92,,,U,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.93,,,U,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.84,,,V,,,"1994supe.conf...27L,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.85,,,V,,,"1994AJ....107.1453B,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.1,11.86,,,V,,,"1994AJ....107.1022R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.2,12.23,,,B,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.2,11.19,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.2,11.24,,,I,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1993J,49083.2,11.45,,,R,,,"1996AJ....112..732R,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
