event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2016gkg,57671.4219,14.77,0.06,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57671.4219,14.93,0.10,F,V,,KAIT,2018Natur.554..497B
SN2016gkg,57671.4308418433,14.955,0.00626922,F,i,GPC,Pan-STARRS1,"2016ATel.9526....1T,2016ATel.9521....1N,2016ATel.9536....1K,Pan-STARRS 3Pi"
SN2016gkg,57671.4309954,14.96,0.01,F,i,GPC1,PS1,Transient Name Server
SN2016gkg,57671.4413198478,14.9235,0.00352474,F,i,GPC,Pan-STARRS1,"2016ATel.9526....1T,2016ATel.9521....1N,2016ATel.9536....1K,Pan-STARRS 3Pi"
SN2016gkg,57671.4518012447,14.8911,0.00292653,F,i,GPC,Pan-STARRS1,"2016ATel.9526....1T,2016ATel.9521....1N,2016ATel.9536....1K,Pan-STARRS 3Pi"
SN2016gkg,57671.4622703669,14.9324,0.0031261,F,i,GPC,Pan-STARRS1,"2016ATel.9526....1T,2016ATel.9521....1N,2016ATel.9536....1K,Pan-STARRS 3Pi"
SN2016gkg,57672.3288,14.71,0.04,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57675.2322,17.718,0.105,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57675.2329,16.157,0.071,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57675.2333,15.735,0.058,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57675.2346,18.723,0.150,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57675.2356,15.027,0.059,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57675.2374,19.526,0.238,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57678.3906,18.077,0.136,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57678.3912,16.838,0.091,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57678.3916,16.176,0.064,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57678.3926,19.326,0.235,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57678.3936,15.325,0.065,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57678.3950,19.645,0.287,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57679.8823,18.409,0.141,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57679.8832,17.206,0.093,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57679.8837,16.400,0.063,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57679.8859,19.479,0.225,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57679.8870,15.437,0.062,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57679.8902,19.937,0.322,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57681.5749,18.450,0.178,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57681.5756,17.642,0.136,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57681.5761,16.704,0.074,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57681.5775,19.416,0.262,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57681.5786,15.611,0.072,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57681.5807,19.755,0.330,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57683.3086,16.72,0.02,F,B,,Nickel,2018Natur.554..497B
SN2016gkg,57683.3086,14.92,0.02,F,I,,Nickel,2018Natur.554..497B
SN2016gkg,57683.3086,15.15,0.02,F,R,,Nickel,2018Natur.554..497B
SN2016gkg,57683.3086,15.55,0.02,F,V,,Nickel,2018Natur.554..497B
SN2016gkg,57683.3640,18.794,0.182,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57683.3658,17.843,0.128,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57683.3666,16.897,0.074,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57683.3674,19.582,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57687.3008,17.10,0.04,F,B,,Nickel,2018Natur.554..497B
SN2016gkg,57687.3008,15.05,0.02,F,I,,Nickel,2018Natur.554..497B
SN2016gkg,57687.3008,15.35,0.02,F,R,,Nickel,2018Natur.554..497B
SN2016gkg,57687.3008,15.91,0.02,F,V,,Nickel,2018Natur.554..497B
SN2016gkg,57687.4862,19.205,0.270,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57687.4871,18.374,0.191,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57687.4877,17.380,0.087,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57687.4898,19.889,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57687.4910,16.151,0.080,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57687.4941,19.849,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57690.8008,19.329,0.269,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57690.8020,18.238,0.160,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57690.8025,17.537,0.087,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57690.8038,19.994,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57690.8056,16.318,0.080,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57690.8074,19.951,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57694.2782,15.70,0.02,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57694.2812,17.46,0.16,F,B,,KAIT,2018Natur.554..497B
SN2016gkg,57694.2812,15.29,0.04,F,I,,KAIT,2018Natur.554..497B
SN2016gkg,57694.2812,15.71,0.04,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57694.2812,16.24,0.06,F,V,,KAIT,2018Natur.554..497B
SN2016gkg,57697.3008,17.44,0.04,F,B,,Nickel,2018Natur.554..497B
SN2016gkg,57697.3008,15.36,0.02,F,I,,Nickel,2018Natur.554..497B
SN2016gkg,57697.3008,15.68,0.02,F,R,,Nickel,2018Natur.554..497B
SN2016gkg,57697.3008,16.20,0.02,F,V,,Nickel,2018Natur.554..497B
SN2016gkg,57697.3488,15.81,0.04,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57697.3516,17.58,0.18,F,B,,KAIT,2018Natur.554..497B
SN2016gkg,57697.3516,15.42,0.06,F,I,,KAIT,2018Natur.554..497B
SN2016gkg,57697.3516,15.73,0.04,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57697.3516,16.26,0.08,F,V,,KAIT,2018Natur.554..497B
SN2016gkg,57697.7137,19.482,0.273,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57697.7153,18.508,0.203,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57697.7458,17.638,0.095,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57697.7481,19.908,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57697.7505,16.519,0.092,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57697.7537,19.851,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57701.2553,15.92,0.05,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57701.2578,17.69,0.18,F,B,,KAIT,2018Natur.554..497B
SN2016gkg,57701.2578,15.44,0.04,F,I,,KAIT,2018Natur.554..497B
SN2016gkg,57701.2578,15.87,0.04,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57701.2578,16.40,0.06,F,V,,KAIT,2018Natur.554..497B
SN2016gkg,57702.2539,17.51,0.06,F,B,,Nickel,2018Natur.554..497B
SN2016gkg,57702.2539,15.81,0.02,F,R,,Nickel,2018Natur.554..497B
SN2016gkg,57702.2539,16.36,0.02,F,V,,Nickel,2018Natur.554..497B
SN2016gkg,57703.2774,15.90,0.04,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57703.2891,17.55,0.36,F,B,,KAIT,2018Natur.554..497B
SN2016gkg,57703.2891,15.47,0.08,F,I,,KAIT,2018Natur.554..497B
SN2016gkg,57703.2891,15.91,0.08,F,R,,KAIT,2018Natur.554..497B
SN2016gkg,57703.2891,16.49,0.14,F,V,,KAIT,2018Natur.554..497B
SN2016gkg,57703.2973,15.94,0.09,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57704.3544,19.202,0.230,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57704.3561,18.389,0.166,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57704.3569,17.855,0.095,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57704.3585,20.057,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57704.3612,16.692,0.088,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57704.3632,19.988,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016gkg,57706.2608,15.97,0.05,F,clear,,KAIT,2018Natur.554..497B
SN2016gkg,57706.2617,17.83,0.46,F,B,,KAIT,2018Natur.554..497B
