  phase   passband   delta    dm15       mag  
   78.0       desr   -0.02   +1.05   -15.946  
   79.0       desr   -0.02   +1.05   -15.930  
   80.0       desr   -0.02   +1.05   -15.914  
  -15.0       desr   +0.00   +1.06   -17.145  
  -14.0       desr   +0.00   +1.06   -17.489  
  -13.0       desr   +0.00   +1.06   -17.815  
  -12.0       desr   +0.00   +1.06   -18.105  
  -11.0       desr   +0.00   +1.06   -18.330  
  -10.0       desr   +0.00   +1.06   -18.542  
   -9.0       desr   +0.00   +1.06   -18.755  
   -8.0       desr   +0.00   +1.06   -18.967  
   -7.0       desr   +0.00   +1.06   -19.120  
   -6.0       desr   +0.00   +1.06   -19.255  
   -5.0       desr   +0.00   +1.06   -19.360  
   -4.0       desr   +0.00   +1.06   -19.449  
   -3.0       desr   +0.00   +1.06   -19.507  
   -2.0       desr   +0.00   +1.06   -19.550  
   -1.0       desr   +0.00   +1.06   -19.568  
    0.0       desr   +0.00   +1.06   -19.580  
    1.0       desr   +0.00   +1.06   -19.571  
    2.0       desr   +0.00   +1.06   -19.548  
    3.0       desr   +0.00   +1.06   -19.505  
    4.0       desr   +0.00   +1.06   -19.459  
    5.0       desr   +0.00   +1.06   -19.403  
    6.0       desr   +0.00   +1.06   -19.343  
    7.0       desr   +0.00   +1.06   -19.273  
    8.0       desr   +0.00   +1.06   -19.196  
    9.0       desr   +0.00   +1.06   -19.103  
   10.0       desr   +0.00   +1.06   -18.997  
   11.0       desr   +0.00   +1.06   -18.892  
   12.0       desr   +0.00   +1.06   -18.801  
   13.0       desr   +0.00   +1.06   -18.716  
   14.0       desr   +0.00   +1.06   -18.625  
   15.0       desr   +0.00   +1.06   -18.516  
   16.0       desr   +0.00   +1.06   -18.398  
   17.0       desr   +0.00   +1.06   -18.266  
   18.0       desr   +0.00   +1.06   -18.131  
   19.0       desr   +0.00   +1.06   -17.998  
   20.0       desr   +0.00   +1.06   -17.870  
   21.0       desr   +0.00   +1.06   -17.758  
   22.0       desr   +0.00   +1.06   -17.655  
   23.0       desr   +0.00   +1.06   -17.554  
   24.0       desr   +0.00   +1.06   -17.448  
   25.0       desr   +0.00   +1.06   -17.345  
   26.0       desr   +0.00   +1.06   -17.250  
   27.0       desr   +0.00   +1.06   -17.171  
   28.0       desr   +0.00   +1.06   -17.098  
   29.0       desr   +0.00   +1.06   -17.033  
   30.0       desr   +0.00   +1.06   -16.966  
   31.0       desr   +0.00   +1.06   -16.905  
   32.0       desr   +0.00   +1.06   -16.848  
   33.0       desr   +0.00   +1.06   -16.802  
   34.0       desr   +0.00   +1.06   -16.762  
   35.0       desr   +0.00   +1.06   -16.729  
   36.0       desr   +0.00   +1.06   -16.695  
   37.0       desr   +0.00   +1.06   -16.659  
   38.0       desr   +0.00   +1.06   -16.620  
   39.0       desr   +0.00   +1.06   -16.577  
   40.0       desr   +0.00   +1.06   -16.537  
   41.0       desr   +0.00   +1.06   -16.503  
   42.0       desr   +0.00   +1.06   -16.472  
   43.0       desr   +0.00   +1.06   -16.447  
   44.0       desr   +0.00   +1.06   -16.421  
   45.0       desr   +0.00   +1.06   -16.400  
   46.0       desr   +0.00   +1.06   -16.383  
   47.0       desr   +0.00   +1.06   -16.371  
   48.0       desr   +0.00   +1.06   -16.358  
   49.0       desr   +0.00   +1.06   -16.345  
   50.0       desr   +0.00   +1.06   -16.330  
   51.0       desr   +0.00   +1.06   -16.313  
   52.0       desr   +0.00   +1.06   -16.294  
   53.0       desr   +0.00   +1.06   -16.274  
   54.0       desr   +0.00   +1.06   -16.252  
   55.0       desr   +0.00   +1.06   -16.230  
   56.0       desr   +0.00   +1.06   -16.208  
   57.0       desr   +0.00   +1.06   -16.186  
   58.0       desr   +0.00   +1.06   -16.166  
   59.0       desr   +0.00   +1.06   -16.148  
   60.0       desr   +0.00   +1.06   -16.131  
   61.0       desr   +0.00   +1.06   -16.115  
   62.0       desr   +0.00   +1.06   -16.100  
   63.0       desr   +0.00   +1.06   -16.085  
   64.0       desr   +0.00   +1.06   -16.070  
   65.0       desr   +0.00   +1.06   -16.056  
   66.0       desr   +0.00   +1.06   -16.043  
   67.0       desr   +0.00   +1.06   -16.031  
   68.0       desr   +0.00   +1.06   -16.022  
   69.0       desr   +0.00   +1.06   -16.014  
   70.0       desr   +0.00   +1.06   -16.008  
   71.0       desr   +0.00   +1.06   -16.002  
   72.0       desr   +0.00   +1.06   -15.996  
   73.0       desr   +0.00   +1.06   -15.988  
   74.0       desr   +0.00   +1.06   -15.977  
   75.0       desr   +0.00   +1.06   -15.964  
   76.0       desr   +0.00   +1.06   -15.948  
   77.0       desr   +0.00   +1.06   -15.932  
   78.0       desr   +0.00   +1.06   -15.915  
   79.0       desr   +0.00   +1.06   -15.899  
   80.0       desr   +0.00   +1.06   -15.883  
  -15.0       desr   +0.02   +1.07   -17.122  
  -14.0       desr   +0.02   +1.07   -17.465  
  -13.0       desr   +0.02   +1.07   -17.790  
  -12.0       desr   +0.02   +1.07   -18.080  
  -11.0       desr   +0.02   +1.07   -18.306  
  -10.0       desr   +0.02   +1.07   -18.518  
   -9.0       desr   +0.02   +1.07   -18.732  
   -8.0       desr   +0.02   +1.07   -18.944  
   -7.0       desr   +0.02   +1.07   -19.098  
   -6.0       desr   +0.02   +1.07   -19.235  
   -5.0       desr   +0.02   +1.07   -19.339  
   -4.0       desr   +0.02   +1.07   -19.429  
   -3.0       desr   +0.02   +1.07   -19.488  
   -2.0       desr   +0.02   +1.07   -19.531  
   -1.0       desr   +0.02   +1.07   -19.549  
    0.0       desr   +0.02   +1.07   -19.561  
    1.0       desr   +0.02   +1.07   -19.554  
    2.0       desr   +0.02   +1.07   -19.529  
    3.0       desr   +0.02   +1.07   -19.486  
    4.0       desr   +0.02   +1.07   -19.438  
    5.0       desr   +0.02   +1.07   -19.382  
    6.0       desr   +0.02   +1.07   -19.321  
    7.0       desr   +0.02   +1.07   -19.249  
    8.0       desr   +0.02   +1.07   -19.172  
    9.0       desr   +0.02   +1.07   -19.077  
   10.0       desr   +0.02   +1.07   -18.971  
   11.0       desr   +0.02   +1.07   -18.865  
   12.0       desr   +0.02   +1.07   -18.773  
   13.0       desr   +0.02   +1.07   -18.688  
   14.0       desr   +0.02   +1.07   -18.596  
   15.0       desr   +0.02   +1.07   -18.486  
   16.0       desr   +0.02   +1.07   -18.367  
   17.0       desr   +0.02   +1.07   -18.234  
   18.0       desr   +0.02   +1.07   -18.098  
   19.0       desr   +0.02   +1.07   -17.964  
   20.0       desr   +0.02   +1.07   -17.836  
   21.0       desr   +0.02   +1.07   -17.724  
   22.0       desr   +0.02   +1.07   -17.620  
   23.0       desr   +0.02   +1.07   -17.518  
   24.0       desr   +0.02   +1.07   -17.412  
   25.0       desr   +0.02   +1.07   -17.308  
   26.0       desr   +0.02   +1.07   -17.213  
   27.0       desr   +0.02   +1.07   -17.134  
   28.0       desr   +0.02   +1.07   -17.061  
   29.0       desr   +0.02   +1.07   -16.996  
   30.0       desr   +0.02   +1.07   -16.930  
   31.0       desr   +0.02   +1.07   -16.869  
   32.0       desr   +0.02   +1.07   -16.812  
   33.0       desr   +0.02   +1.07   -16.767  
   34.0       desr   +0.02   +1.07   -16.728  
   35.0       desr   +0.02   +1.07   -16.695  
   36.0       desr   +0.02   +1.07   -16.661  
   37.0       desr   +0.02   +1.07   -16.626  
   38.0       desr   +0.02   +1.07   -16.587  
   39.0       desr   +0.02   +1.07   -16.545  
   40.0       desr   +0.02   +1.07   -16.505  
   41.0       desr   +0.02   +1.07   -16.472  
   42.0       desr   +0.02   +1.07   -16.441  
   43.0       desr   +0.02   +1.07   -16.415  
   44.0       desr   +0.02   +1.07   -16.390  
   45.0       desr   +0.02   +1.07   -16.369  
   46.0       desr   +0.02   +1.07   -16.352  
   47.0       desr   +0.02   +1.07   -16.340  
   48.0       desr   +0.02   +1.07   -16.327  
   49.0       desr   +0.02   +1.07   -16.313  
   50.0       desr   +0.02   +1.07   -16.298  
   51.0       desr   +0.02   +1.07   -16.281  
   52.0       desr   +0.02   +1.07   -16.262  
   53.0       desr   +0.02   +1.07   -16.242  
   54.0       desr   +0.02   +1.07   -16.220  
   55.0       desr   +0.02   +1.07   -16.198  
   56.0       desr   +0.02   +1.07   -16.176  
   57.0       desr   +0.02   +1.07   -16.155  
   58.0       desr   +0.02   +1.07   -16.135  
   59.0       desr   +0.02   +1.07   -16.117  
   60.0       desr   +0.02   +1.07   -16.100  
   61.0       desr   +0.02   +1.07   -16.084  
   62.0       desr   +0.02   +1.07   -16.069  
   63.0       desr   +0.02   +1.07   -16.055  
   64.0       desr   +0.02   +1.07   -16.040  
   65.0       desr   +0.02   +1.07   -16.026  
   66.0       desr   +0.02   +1.07   -16.013  
   67.0       desr   +0.02   +1.07   -16.001  
   68.0       desr   +0.02   +1.07   -15.992  
   69.0       desr   +0.02   +1.07   -15.984  
   70.0       desr   +0.02   +1.07   -15.978  
   71.0       desr   +0.02   +1.07   -15.972  
   72.0       desr   +0.02   +1.07   -15.966  
   73.0       desr   +0.02   +1.07   -15.958  
   74.0       desr   +0.02   +1.07   -15.947  
   75.0       desr   +0.02   +1.07   -15.933  
   76.0       desr   +0.02   +1.07   -15.918  
   77.0       desr   +0.02   +1.07   -15.902  
   78.0       desr   +0.02   +1.07   -15.885  
   79.0       desr   +0.02   +1.07   -15.868  
   80.0       desr   +0.02   +1.07   -15.852  
  -15.0       desr   +0.04   +1.09   -17.098  
  -14.0       desr   +0.04   +1.09   -17.441  
  -13.0       desr   +0.04   +1.09   -17.765  
  -12.0       desr   +0.04   +1.09   -18.055  
  -11.0       desr   +0.04   +1.09   -18.281  
  -10.0       desr   +0.04   +1.09   -18.495  
   -9.0       desr   +0.04   +1.09   -18.708  
   -8.0       desr   +0.04   +1.09   -18.921  
   -7.0       desr   +0.04   +1.09   -19.076  
   -6.0       desr   +0.04   +1.09   -19.213  
   -5.0       desr   +0.04   +1.09   -19.318  
   -4.0       desr   +0.04   +1.09   -19.408  
   -3.0       desr   +0.04   +1.09   -19.468  
   -2.0       desr   +0.04   +1.09   -19.512  
   -1.0       desr   +0.04   +1.09   -19.532  
    0.0       desr   +0.04   +1.09   -19.544  
    1.0       desr   +0.04   +1.09   -19.535  
    2.0       desr   +0.04   +1.09   -19.511  
    3.0       desr   +0.04   +1.09   -19.466  
    4.0       desr   +0.04   +1.09   -19.418  
    5.0       desr   +0.04   +1.09   -19.360  
    6.0       desr   +0.04   +1.09   -19.298  
    7.0       desr   +0.04   +1.09   -19.226  
    8.0       desr   +0.04   +1.09   -19.147  
    9.0       desr   +0.04   +1.09   -19.052  
   10.0       desr   +0.04   +1.09   -18.944  
   11.0       desr   +0.04   +1.09   -18.838  
   12.0       desr   +0.04   +1.09   -18.745  
   13.0       desr   +0.04   +1.09   -18.659  
   14.0       desr   +0.04   +1.09   -18.567  
   15.0       desr   +0.04   +1.09   -18.456  
   16.0       desr   +0.04   +1.09   -18.336  
   17.0       desr   +0.04   +1.09   -18.203  
   18.0       desr   +0.04   +1.09   -18.066  
   19.0       desr   +0.04   +1.09   -17.931  
   20.0       desr   +0.04   +1.09   -17.803  
   21.0       desr   +0.04   +1.09   -17.690  
   22.0       desr   +0.04   +1.09   -17.585  
   23.0       desr   +0.04   +1.09   -17.482  
   24.0       desr   +0.04   +1.09   -17.375  
   25.0       desr   +0.04   +1.09   -17.272  
   26.0       desr   +0.04   +1.09   -17.177  
   27.0       desr   +0.04   +1.09   -17.097  
   28.0       desr   +0.04   +1.09   -17.025  
   29.0       desr   +0.04   +1.09   -16.960  
   30.0       desr   +0.04   +1.09   -16.894  
   31.0       desr   +0.04   +1.09   -16.833  
   32.0       desr   +0.04   +1.09   -16.777  
   33.0       desr   +0.04   +1.09   -16.732  
   34.0       desr   +0.04   +1.09   -16.693  
   35.0       desr   +0.04   +1.09   -16.661  
   36.0       desr   +0.04   +1.09   -16.628  
   37.0       desr   +0.04   +1.09   -16.593  
   38.0       desr   +0.04   +1.09   -16.554  
   39.0       desr   +0.04   +1.09   -16.513  
   40.0       desr   +0.04   +1.09   -16.473  
   41.0       desr   +0.04   +1.09   -16.440  
   42.0       desr   +0.04   +1.09   -16.410  
   43.0       desr   +0.04   +1.09   -16.384  
   44.0       desr   +0.04   +1.09   -16.359  
   45.0       desr   +0.04   +1.09   -16.338  
   46.0       desr   +0.04   +1.09   -16.321  
   47.0       desr   +0.04   +1.09   -16.309  
   48.0       desr   +0.04   +1.09   -16.295  
   49.0       desr   +0.04   +1.09   -16.281  
   50.0       desr   +0.04   +1.09   -16.266  
   51.0       desr   +0.04   +1.09   -16.248  
   52.0       desr   +0.04   +1.09   -16.229  
   53.0       desr   +0.04   +1.09   -16.209  
   54.0       desr   +0.04   +1.09   -16.187  
   55.0       desr   +0.04   +1.09   -16.165  
   56.0       desr   +0.04   +1.09   -16.144  
   57.0       desr   +0.04   +1.09   -16.123  
   58.0       desr   +0.04   +1.09   -16.104  
   59.0       desr   +0.04   +1.09   -16.086  
   60.0       desr   +0.04   +1.09   -16.070  
   61.0       desr   +0.04   +1.09   -16.054  
   62.0       desr   +0.04   +1.09   -16.039  
   63.0       desr   +0.04   +1.09   -16.025  
   64.0       desr   +0.04   +1.09   -16.010  
   65.0       desr   +0.04   +1.09   -15.996  
   66.0       desr   +0.04   +1.09   -15.983  
   67.0       desr   +0.04   +1.09   -15.971  
   68.0       desr   +0.04   +1.09   -15.962  
   69.0       desr   +0.04   +1.09   -15.954  
   70.0       desr   +0.04   +1.09   -15.948  
   71.0       desr   +0.04   +1.09   -15.943  
   72.0       desr   +0.04   +1.09   -15.936  
   73.0       desr   +0.04   +1.09   -15.928  
   74.0       desr   +0.04   +1.09   -15.917  
   75.0       desr   +0.04   +1.09   -15.903  
   76.0       desr   +0.04   +1.09   -15.888  
   77.0       desr   +0.04   +1.09   -15.871  
   78.0       desr   +0.04   +1.09   -15.854  
   79.0       desr   +0.04   +1.09   -15.837  
   80.0       desr   +0.04   +1.09   -15.821  
  -15.0       desr   +0.06   +1.10   -17.073  
  -14.0       desr   +0.06   +1.10   -17.415  
  -13.0       desr   +0.06   +1.10   -17.739  
  -12.0       desr   +0.06   +1.10   -18.029  
  -11.0       desr   +0.06   +1.10   -18.256  
  -10.0       desr   +0.06   +1.10   -18.470  
   -9.0       desr   +0.06   +1.10   -18.685  
   -8.0       desr   +0.06   +1.10   -18.898  
   -7.0       desr   +0.06   +1.10   -19.054  
   -6.0       desr   +0.06   +1.10   -19.191  
   -5.0       desr   +0.06   +1.10   -19.296  
   -4.0       desr   +0.06   +1.10   -19.387  
   -3.0       desr   +0.06   +1.10   -19.448  
   -2.0       desr   +0.06   +1.10   -19.492  
   -1.0       desr   +0.06   +1.10   -19.513  
    0.0       desr   +0.06   +1.10   -19.525  
    1.0       desr   +0.06   +1.10   -19.516  
    2.0       desr   +0.06   +1.10   -19.491  
    3.0       desr   +0.06   +1.10   -19.446  
    4.0       desr   +0.06   +1.10   -19.397  
    5.0       desr   +0.06   +1.10   -19.339  
    6.0       desr   +0.06   +1.10   -19.275  
    7.0       desr   +0.06   +1.10   -19.202  
    8.0       desr   +0.06   +1.10   -19.122  
    9.0       desr   +0.06   +1.10   -19.026  
   10.0       desr   +0.06   +1.10   -18.918  
   11.0       desr   +0.06   +1.10   -18.810  
   12.0       desr   +0.06   +1.10   -18.717  
   13.0       desr   +0.06   +1.10   -18.630  
   14.0       desr   +0.06   +1.10   -18.537  
   15.0       desr   +0.06   +1.10   -18.426  
   16.0       desr   +0.06   +1.10   -18.306  
   17.0       desr   +0.06   +1.10   -18.172  
   18.0       desr   +0.06   +1.10   -18.033  
   19.0       desr   +0.06   +1.10   -17.898  
   20.0       desr   +0.06   +1.10   -17.769  
   21.0       desr   +0.06   +1.10   -17.655  
   22.0       desr   +0.06   +1.10   -17.549  
   23.0       desr   +0.06   +1.10   -17.446  
   24.0       desr   +0.06   +1.10   -17.339  
   25.0       desr   +0.06   +1.10   -17.235  
   26.0       desr   +0.06   +1.10   -17.140  
   27.0       desr   +0.06   +1.10   -17.061  
   28.0       desr   +0.06   +1.10   -16.988  
   29.0       desr   +0.06   +1.10   -16.923  
   30.0       desr   +0.06   +1.10   -16.858  
   31.0       desr   +0.06   +1.10   -16.797  
   32.0       desr   +0.06   +1.10   -16.741  
   33.0       desr   +0.06   +1.10   -16.697  
   34.0       desr   +0.06   +1.10   -16.659  
   35.0       desr   +0.06   +1.10   -16.627  
   36.0       desr   +0.06   +1.10   -16.594  
   37.0       desr   +0.06   +1.10   -16.560  
   38.0       desr   +0.06   +1.10   -16.521  
   39.0       desr   +0.06   +1.10   -16.480  
   40.0       desr   +0.06   +1.10   -16.442  
   41.0       desr   +0.06   +1.10   -16.408  
   42.0       desr   +0.06   +1.10   -16.378  
   43.0       desr   +0.06   +1.10   -16.353  
   44.0       desr   +0.06   +1.10   -16.328  
   45.0       desr   +0.06   +1.10   -16.307  
   46.0       desr   +0.06   +1.10   -16.290  
   47.0       desr   +0.06   +1.10   -16.278  
   48.0       desr   +0.06   +1.10   -16.264  
   49.0       desr   +0.06   +1.10   -16.250  
   50.0       desr   +0.06   +1.10   -16.234  
   51.0       desr   +0.06   +1.10   -16.216  
   52.0       desr   +0.06   +1.10   -16.197  
   53.0       desr   +0.06   +1.10   -16.177  
   54.0       desr   +0.06   +1.10   -16.155  
   55.0       desr   +0.06   +1.10   -16.133  
   56.0       desr   +0.06   +1.10   -16.112  
   57.0       desr   +0.06   +1.10   -16.091  
   58.0       desr   +0.06   +1.10   -16.073  
   59.0       desr   +0.06   +1.10   -16.055  
   60.0       desr   +0.06   +1.10   -16.039  
   61.0       desr   +0.06   +1.10   -16.024  
   62.0       desr   +0.06   +1.10   -16.009  
   63.0       desr   +0.06   +1.10   -15.995  
   64.0       desr   +0.06   +1.10   -15.980  
   65.0       desr   +0.06   +1.10   -15.966  
   66.0       desr   +0.06   +1.10   -15.953  
   67.0       desr   +0.06   +1.10   -15.941  
   68.0       desr   +0.06   +1.10   -15.932  
   69.0       desr   +0.06   +1.10   -15.924  
   70.0       desr   +0.06   +1.10   -15.918  
   71.0       desr   +0.06   +1.10   -15.913  
   72.0       desr   +0.06   +1.10   -15.906  
   73.0       desr   +0.06   +1.10   -15.898  
   74.0       desr   +0.06   +1.10   -15.887  
   75.0       desr   +0.06   +1.10   -15.873  
   76.0       desr   +0.06   +1.10   -15.858  
   77.0       desr   +0.06   +1.10   -15.841  
   78.0       desr   +0.06   +1.10   -15.824  
   79.0       desr   +0.06   +1.10   -15.807  
   80.0       desr   +0.06   +1.10   -15.790  
  -15.0       desr   +0.08   +1.11   -17.047  
  -14.0       desr   +0.08   +1.11   -17.389  
  -13.0       desr   +0.08   +1.11   -17.712  
  -12.0       desr   +0.08   +1.11   -18.002  
  -11.0       desr   +0.08   +1.11   -18.230  
  -10.0       desr   +0.08   +1.11   -18.446  
   -9.0       desr   +0.08   +1.11   -18.661  
   -8.0       desr   +0.08   +1.11   -18.875  
   -7.0       desr   +0.08   +1.11   -19.030  
   -6.0       desr   +0.08   +1.11   -19.168  
   -5.0       desr   +0.08   +1.11   -19.274  
   -4.0       desr   +0.08   +1.11   -19.366  
   -3.0       desr   +0.08   +1.11   -19.427  
   -2.0       desr   +0.08   +1.11   -19.472  
   -1.0       desr   +0.08   +1.11   -19.494  
    0.0       desr   +0.08   +1.11   -19.506  
    1.0       desr   +0.08   +1.11   -19.497  
    2.0       desr   +0.08   +1.11   -19.471  
    3.0       desr   +0.08   +1.11   -19.426  
    4.0       desr   +0.08   +1.11   -19.376  
    5.0       desr   +0.08   +1.11   -19.317  
    6.0       desr   +0.08   +1.11   -19.252  
    7.0       desr   +0.08   +1.11   -19.178  
    8.0       desr   +0.08   +1.11   -19.097  
    9.0       desr   +0.08   +1.11   -19.000  
   10.0       desr   +0.08   +1.11   -18.891  
   11.0       desr   +0.08   +1.11   -18.783  
   12.0       desr   +0.08   +1.11   -18.688  
   13.0       desr   +0.08   +1.11   -18.601  
   14.0       desr   +0.08   +1.11   -18.507  
   15.0       desr   +0.08   +1.11   -18.395  
   16.0       desr   +0.08   +1.11   -18.274  
   17.0       desr   +0.08   +1.11   -18.140  
   18.0       desr   +0.08   +1.11   -18.000  
   19.0       desr   +0.08   +1.11   -17.864  
   20.0       desr   +0.08   +1.11   -17.735  
   21.0       desr   +0.08   +1.11   -17.620  
   22.0       desr   +0.08   +1.11   -17.514  
   23.0       desr   +0.08   +1.11   -17.410  
   24.0       desr   +0.08   +1.11   -17.303  
   25.0       desr   +0.08   +1.11   -17.199  
   26.0       desr   +0.08   +1.11   -17.103  
   27.0       desr   +0.08   +1.11   -17.024  
   28.0       desr   +0.08   +1.11   -16.952  
   29.0       desr   +0.08   +1.11   -16.887  
   30.0       desr   +0.08   +1.11   -16.822  
   31.0       desr   +0.08   +1.11   -16.761  
   32.0       desr   +0.08   +1.11   -16.706  
   33.0       desr   +0.08   +1.11   -16.662  
   34.0       desr   +0.08   +1.11   -16.624  
   35.0       desr   +0.08   +1.11   -16.593  
   36.0       desr   +0.08   +1.11   -16.561  
   37.0       desr   +0.08   +1.11   -16.527  
   38.0       desr   +0.08   +1.11   -16.489  
   39.0       desr   +0.08   +1.11   -16.448  
   40.0       desr   +0.08   +1.11   -16.410  
   41.0       desr   +0.08   +1.11   -16.377  
   42.0       desr   +0.08   +1.11   -16.347  
   43.0       desr   +0.08   +1.11   -16.322  
   44.0       desr   +0.08   +1.11   -16.297  
   45.0       desr   +0.08   +1.11   -16.276  
   46.0       desr   +0.08   +1.11   -16.259  
   47.0       desr   +0.08   +1.11   -16.247  
   48.0       desr   +0.08   +1.11   -16.233  
   49.0       desr   +0.08   +1.11   -16.218  
   50.0       desr   +0.08   +1.11   -16.202  
   51.0       desr   +0.08   +1.11   -16.184  
   52.0       desr   +0.08   +1.11   -16.165  
   53.0       desr   +0.08   +1.11   -16.144  
   54.0       desr   +0.08   +1.11   -16.123  
   55.0       desr   +0.08   +1.11   -16.101  
   56.0       desr   +0.08   +1.11   -16.080  
   57.0       desr   +0.08   +1.11   -16.060  
   58.0       desr   +0.08   +1.11   -16.042  
   59.0       desr   +0.08   +1.11   -16.025  
   60.0       desr   +0.08   +1.11   -16.009  
   61.0       desr   +0.08   +1.11   -15.994  
   62.0       desr   +0.08   +1.11   -15.980  
   63.0       desr   +0.08   +1.11   -15.965  
   64.0       desr   +0.08   +1.11   -15.950  
   65.0       desr   +0.08   +1.11   -15.936  
   66.0       desr   +0.08   +1.11   -15.923  
   67.0       desr   +0.08   +1.11   -15.911  
   68.0       desr   +0.08   +1.11   -15.902  
   69.0       desr   +0.08   +1.11   -15.894  
   70.0       desr   +0.08   +1.11   -15.888  
   71.0       desr   +0.08   +1.11   -15.883  
   72.0       desr   +0.08   +1.11   -15.876  
   73.0       desr   +0.08   +1.11   -15.868  
   74.0       desr   +0.08   +1.11   -15.857  
   75.0       desr   +0.08   +1.11   -15.843  
   76.0       desr   +0.08   +1.11   -15.828  
   77.0       desr   +0.08   +1.11   -15.811  
   78.0       desr   +0.08   +1.11   -15.793  
   79.0       desr   +0.08   +1.11   -15.776  
   80.0       desr   +0.08   +1.11   -15.760  
  -15.0       desr   +0.10   +1.12   -17.021  
  -14.0       desr   +0.10   +1.12   -17.362  
  -13.0       desr   +0.10   +1.12   -17.685  
  -12.0       desr   +0.10   +1.12   -17.975  
  -11.0       desr   +0.10   +1.12   -18.204  
  -10.0       desr   +0.10   +1.12   -18.421  
   -9.0       desr   +0.10   +1.12   -18.637  
   -8.0       desr   +0.10   +1.12   -18.851  
   -7.0       desr   +0.10   +1.12   -19.007  
   -6.0       desr   +0.10   +1.12   -19.145  
   -5.0       desr   +0.10   +1.12   -19.252  
   -4.0       desr   +0.10   +1.12   -19.345  
   -3.0       desr   +0.10   +1.12   -19.407  
   -2.0       desr   +0.10   +1.12   -19.452  
   -1.0       desr   +0.10   +1.12   -19.474  
    0.0       desr   +0.10   +1.12   -19.486  
    1.0       desr   +0.10   +1.12   -19.477  
    2.0       desr   +0.10   +1.12   -19.451  
    3.0       desr   +0.10   +1.12   -19.406  
    4.0       desr   +0.10   +1.12   -19.355  
    5.0       desr   +0.10   +1.12   -19.294  
    6.0       desr   +0.10   +1.12   -19.229  
    7.0       desr   +0.10   +1.12   -19.153  
    8.0       desr   +0.10   +1.12   -19.071  
    9.0       desr   +0.10   +1.12   -18.973  
   10.0       desr   +0.10   +1.12   -18.863  
   11.0       desr   +0.10   +1.12   -18.755  
   12.0       desr   +0.10   +1.12   -18.659  
   13.0       desr   +0.10   +1.12   -18.571  
   14.0       desr   +0.10   +1.12   -18.477  
   15.0       desr   +0.10   +1.12   -18.365  
   16.0       desr   +0.10   +1.12   -18.243  
   17.0       desr   +0.10   +1.12   -18.107  
   18.0       desr   +0.10   +1.12   -17.967  
   19.0       desr   +0.10   +1.12   -17.830  
   20.0       desr   +0.10   +1.12   -17.700  
   21.0       desr   +0.10   +1.12   -17.585  
   22.0       desr   +0.10   +1.12   -17.478  
   23.0       desr   +0.10   +1.12   -17.374  
   24.0       desr   +0.10   +1.12   -17.267  
   25.0       desr   +0.10   +1.12   -17.162  
   26.0       desr   +0.10   +1.12   -17.067  
   27.0       desr   +0.10   +1.12   -16.988  
   28.0       desr   +0.10   +1.12   -16.916  
   29.0       desr   +0.10   +1.12   -16.851  
   30.0       desr   +0.10   +1.12   -16.786  
   31.0       desr   +0.10   +1.12   -16.726  
   32.0       desr   +0.10   +1.12   -16.671  
   33.0       desr   +0.10   +1.12   -16.627  
   34.0       desr   +0.10   +1.12   -16.590  
   35.0       desr   +0.10   +1.12   -16.559  
   36.0       desr   +0.10   +1.12   -16.527  
   37.0       desr   +0.10   +1.12   -16.494  
   38.0       desr   +0.10   +1.12   -16.456  
   39.0       desr   +0.10   +1.12   -16.416  
   40.0       desr   +0.10   +1.12   -16.378  
   41.0       desr   +0.10   +1.12   -16.346  
   42.0       desr   +0.10   +1.12   -16.316  
   43.0       desr   +0.10   +1.12   -16.291  
   44.0       desr   +0.10   +1.12   -16.266  
   45.0       desr   +0.10   +1.12   -16.245  
   46.0       desr   +0.10   +1.12   -16.229  
   47.0       desr   +0.10   +1.12   -16.216  
   48.0       desr   +0.10   +1.12   -16.202  
   49.0       desr   +0.10   +1.12   -16.187  
   50.0       desr   +0.10   +1.12   -16.171  
   51.0       desr   +0.10   +1.12   -16.153  
   52.0       desr   +0.10   +1.12   -16.133  
   53.0       desr   +0.10   +1.12   -16.112  
   54.0       desr   +0.10   +1.12   -16.091  
   55.0       desr   +0.10   +1.12   -16.069  
   56.0       desr   +0.10   +1.12   -16.048  
   57.0       desr   +0.10   +1.12   -16.029  
   58.0       desr   +0.10   +1.12   -16.011  
   59.0       desr   +0.10   +1.12   -15.994  
   60.0       desr   +0.10   +1.12   -15.979  
   61.0       desr   +0.10   +1.12   -15.964  
   62.0       desr   +0.10   +1.12   -15.950  
   63.0       desr   +0.10   +1.12   -15.935  
   64.0       desr   +0.10   +1.12   -15.921  
   65.0       desr   +0.10   +1.12   -15.906  
   66.0       desr   +0.10   +1.12   -15.893  
   67.0       desr   +0.10   +1.12   -15.881  
   68.0       desr   +0.10   +1.12   -15.872  
   69.0       desr   +0.10   +1.12   -15.864  
   70.0       desr   +0.10   +1.12   -15.858  
   71.0       desr   +0.10   +1.12   -15.853  
   72.0       desr   +0.10   +1.12   -15.847  
   73.0       desr   +0.10   +1.12   -15.838  
   74.0       desr   +0.10   +1.12   -15.827  
   75.0       desr   +0.10   +1.12   -15.813  
   76.0       desr   +0.10   +1.12   -15.798  
   77.0       desr   +0.10   +1.12   -15.781  
   78.0       desr   +0.10   +1.12   -15.763  
   79.0       desr   +0.10   +1.12   -15.746  
